cho_book_1985_pearce_000_0000|||John Sutton|||Protection and Industrial Policy in Europe|||1985
cho_book_1985_pearce_000_0000|||Roy Batchelor|||Protection and Industrial Policy in Europe|||1985
cho_book_1985_roper_000_0000||||||The Future of British Defence Policy|||1985
cho_book_1985_stern_000_0000|||Jonathan P. Stern|||Natural Gas Trade in North America and Asia|||1985
cho_book_1985_tsoukalis_000_0000||||||The Political Economy of International Money|||1985
cho_book_1985_turner_000_0000|||Louis Turner|||Coal's Contribution to UK Self-Sufficiency|||1985
cho_book_1985_worswick_000_0000||||||Education and Economic Performance|||1985
cho_book_1986_0000_000_0000||||||Foreign policy and human rights|||1986
cho_book_1986_butler_000_0000|||Nick Butler|||The International Grain Trade: Problems and Prospects|||1986
cho_book_1986_eden_000_0000|||Richard Eden|||Electricity Supply in the UK|||1986
cho_book_1986_eden_000_0000|||Nigel Evans|||Electricity Supply in the UK|||1986
cho_book_1986_goss_000_0000|||Christopher Goss|||Petroleum and Mining Taxation|||1986
cho_book_1986_hart_000_0000||||||Unemployment and Labour Market Policies|||1986
cho_book_1986_piscatori_000_0000|||James Paul Piscatori|||Islam in a World of Nation-States|||1986
cho_book_1986_stern_000_0000|||Jonathan P. Stern|||Natural Gas in the UK: Options to 2000|||1986
cho_book_1986_vincent_000_0000|||R. J. Vincent|||Human Rights and International Relations|||1986
cho_book_1986_yorke_000_0000|||Valeri Yorke|||European Interests and Gulf Oil|||1986
cho_book_1986_yorke_000_0000|||Louis Turner|||European Interests and Gulf Oil|||1986
cho_book_1987_0000_000_0000||||||Strategic Export Controls Conference|||1987
cho_book_1987_belgrave_000_0000||||||Energy Security to 2000|||1987
cho_book_1987_blumenfield_000_0000||||||South Africa in Crisis|||1987
cho_book_1987_brackley_000_0000|||Peter Brackley|||Acid Deposition and Vehicle Emissions: European Environmental Pressures on Britain|||1987
cho_book_1987_levitt_000_0000||||||New Priorities in Public Spending|||1987
cho_book_1987_moreton_000_0000||||||Germany between East and West|||1987
cho_book_1987_putnam_001_0000|||Robert D. Putnam|||Hanging Together|||1987
cho_book_1987_putnam_001_0000|||Nicholas Bayne|||Hanging Together|||1987
cho_book_1987_stern_001_0000|||Jonathan P. Stern|||Soviet Oil and Gas Exports to the West|||1987
cho_book_1988_0000_000_0000||||||Europas Zukunft Im Weltraum|||1988
cho_book_1988_archer_000_0000||||||The Soviet Union and Northern Waters|||1988
cho_book_1988_bowker_000_0000|||Mike Bowker|||Superpower Detente: A Reappraisal|||1988
cho_book_1988_bowker_000_0000|||Phil Williams|||Superpower Detente: A Reappraisal|||1988
cho_book_1988_brackley_000_0000|||Peter Brackley|||Energy and Environmental Terms: A Glossary|||1988
cho_book_1988_kaiser_000_0000||||||British-German Defence Co-operation: Partners within the Alliance|||1988
cho_book_1989_boyer_000_0000||||||Franco-British defence co-operation|||1989
cho_book_1989_goodman_000_0000||||||China's Regional Development|||1989
cho_book_1989_robins_000_0000|||Philip Robins|||The Future of the Gulf: Politics and Oil in the 1990s|||1989
cho_book_1989_robins_000_0000|||Jonathan Stern|||The Future of the Gulf: Politics and Oil in the 1990s|||1989
cho_book_1990_grubb_000_0000|||Michael Grubb|||Energy Policies and the Greenhouse Effect|||1990
cho_book_1990_hasegawa_000_0000||||||Perestroika: Soviet Domestic and Foreign Policies|||1990
cho_book_1990_ishikawa_000_0000|||Kenjiro Ishikawa|||Japan and the Challenge of Europe 1992|||1990
cho_book_1990_julius_000_0000||||||Global Companies and Public Policy: The Growing Challenge of Foreign Direct Investment|||1990
cho_book_1990_pravda_000_0000||||||Soviet - British Relations since the 1970s|||1990
cho_book_1990_saito_000_0000|||Shiro Saito|||Japan at the Summit: Its Role in the Western Alliance and in Asian Pacific Co-operation|||1990
cho_book_1990_segal_000_0000||||||Chinese Politics and Foreign Policy Reform|||1990
cho_book_1990_segal_001_0000|||Gerald Segal|||The Soviet Union and the Pacific|||1990
cho_book_1990_serre_000_0000||||||French and British Foreign Policies in Transition: The Challenge of Adjustment|||1990
cho_book_1990_stern_000_0000|||Jonathan P. Stern|||European Gas Markets: Challenge and Opportunity in the 1990s|||1990
cho_book_1990_wallace_000_0000||||||The Dynamics of European Integration|||1990
cho_book_1991_blumenfeld_000_0000|||Jesmond Blumenfeld|||Economic Interdependence in Southern Africa: From Conflict to Cooperation?|||1991
cho_book_1991_grubb_000_0000||||||Energy Policies and the Greenhouse Effect|||1991
cho_book_1991_hyde_000_0000|||Adrian G. V. Hyde-Price|||European Security beyond the Cold War|||1991
cho_book_1991_russell_000_0000|||Jeremy Russell|||Energy and Environmental Conflicts in East/central Europe: The Case of Power Generation|||1991
cho_book_1991_wallace_000_0000||||||The Wider Western Europe: Reshaping the EC/EFTA Relationship|||1991
cho_book_1991_wight_000_0000|||Hedley Bull|||International Theory: The Three Traditions|||1991
cho_book_1992_bomsdorf_000_0000|||Falk Bomsdorf|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Marco Carnovale|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Roland Freudenstein|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Huib Hendrikse|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Hanns Maull|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Cesare Merlini|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Dominique Moïsi|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Friedemann Müller|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||John Roper|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_bomsdorf_000_0000|||Stefano Silvestri|||Confronting Insecurity in Eastern Europe: Challenges for the European Community|||December 1992
cho_book_1992_clarke_000_0000|||Michael Clarke|||British External Policy-making in the 1990s|||1992
cho_book_1992_davy_000_0000||||||European Detente: A Reappraisal|||1992
cho_book_1992_fisher_000_0000|||Duncan Fisher|||Paradise Deferred:environmental Policymaking in Central and Eastern Europe|||1992
cho_book_1992_flemming_000_0000||||||Trade, Payments and Adjustment in Central and Eastern Europe|||1992
cho_book_1992_grubb_000_0000|||Michael Grubb|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||John Walker|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||Russell Buxton|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||Ted Glenny|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||Horace Herring|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||Bob Hill|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||Claire Holman|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||Walter C Patterson|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||John Procter|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_grubb_000_0000|||Keith Rouse|||Emerging Energy Technologies: Impacts and Policy Implications|||1992
cho_book_1992_michalski_000_0000|||Anna Michalski|||The European Community: The Challenge of Enlargement|||1992
cho_book_1992_michalski_000_0000|||Helen Wallace|||The European Community: The Challenge of Enlargement|||1992
cho_book_1992_porter_000_0000||||||Reporting the news from China|||1992
cho_book_1992_pravda_000_0000||||||The End of the Outer Empire: Soviet-East European Relations in Transition, 1985-90|||1992
cho_book_1992_segal_000_0000|||Gerald Segal|||Openness and Foreign Policy Reform in Communist States|||1992
cho_book_1992_shibusawa_000_0000|||Masahide Shibusawa|||Pacific Asia in the 1990s|||1992
cho_book_1992_shibusawa_000_0000|||Zakaria Haji Ahmad|||Pacific Asia in the 1990s|||1992
cho_book_1992_shibusawa_000_0000|||Brian Bridges|||Pacific Asia in the 1990s|||1992
cho_book_1992_stern_000_0000|||Jonathan P Stern|||Third Party Access in European Gas Industries|||1992
cho_book_1992_taylor_000_0000||||||The Collapse of the Soviet Empire Managing the Regional Fall-Out|||1992
cho_book_1992_thomas_000_0000|||Caroline Thomas|||The Environment in International Relations|||1992
cho_book_1993_collinson_000_0000|||Sarah Collinson|||Beyond Borders: West European Migration Policy towards the 21st Century|||1993
cho_book_1993_garcia_000_0000||||||European Identity and the Search for Legitimacy|||1993
cho_book_1993_grubb_000_0000|||Michael Grubb|||The 'Earth Summit' Agreements: A Guide and Assessment|||1993
cho_book_1993_grubb_000_0000|||Matthias Koch|||The 'Earth Summit' Agreements: A Guide and Assessment|||1993
cho_book_1993_grubb_000_0000|||Koy Thomson|||The 'Earth Summit' Agreements: A Guide and Assessment|||1993
cho_book_1993_grubb_000_0000|||Abby Munson|||The 'Earth Summit' Agreements: A Guide and Assessment|||1993
cho_book_1993_grubb_000_0000|||Francis Sullivan|||The 'Earth Summit' Agreements: A Guide and Assessment|||1993
cho_book_1993_light_000_0000||||||Troubled Friendships Moscow's Third World Ventures|||1993
cho_book_1993_mcgowan_000_0000|||Francis McGowan|||The Struggle for Power in Europe|||1993
cho_book_1993_partos_000_0000|||Gabriel Partos|||The World that Came in from the Cold|||1993
cho_book_1993_roeber_000_0000|||Joe Roeber|||The Evolution of Oil Markets: Trading Instruments and their Role in Oil Price Formation|||1993
cho_book_1993_sato_000_0000|||Seizaburo Sato|||Prospects for Global Order|||1993
cho_book_1993_sato_000_0000|||Trevor Taylor|||Prospects for Global Order|||1993
cho_book_1993_smith_001_0000|||Michael Smith|||The United States and the European Community in a Transformed World|||1993
cho_book_1993_smith_001_0000|||Stephen Woolcock|||The United States and the European Community in a Transformed World|||1993
cho_book_1993_vaughan_000_0000|||Dion Vaughan|||Environmental Profiles of European Business|||1993
cho_book_1993_vaughan_000_0000|||Craig Mickle|||Environmental Profiles of European Business|||1993
cho_book_1994_beck_000_0000|||Peter Beck|||Prospects and Strategies for Nuclear Power|||1994
cho_book_1994_brenton_000_0000|||Tony Brenton|||The Greening of Machiavelli|||1994
cho_book_1994_cable_000_0000||||||Trade Blocs?|||1994
cho_book_1994_collinson_000_0000|||Sarah Collinson|||Europe and International Migration|||1994
cho_book_1994_collinson_001_0000|||Sarah Collinson|||Le migrazioni internazionali e l'Europa|||1994
cho_book_1994_malcolm_000_0000||||||Russia and Europe: An End to Confrontation?|||1994
cho_book_1994_miall_000_0000||||||Redefining Europe: New Patterns of Conflict and Cooperation|||1994
cho_book_1994_mitchell_000_0000|||John V Mitchel|||An Oil Agenda for Europe|||1994
cho_book_1994_mitchell_000_0000|||Stephen Peake|||An Oil Agenda for Europe|||1994
cho_book_1994_parker_000_0000|||Mike Parker|||The Politics of Coal's Decline|||1994
cho_book_1994_patterson_001_0000|||Walt Patterson|||Rebuilding Romania|||1994
cho_book_1994_steen_000_0000||||||Sustainable Development and the Energy Industries|||1994
cho_book_1994_taylor_000_0000|||Trevor Taylor|||European Security and the Former Soviet Union|||1994
cho_book_1994_taylor_002_0000||||||The Defence Trade: Demand , Supply and Control|||1994
cho_book_1994_taylor_003_0000||||||Reshaping European Defence|||1994
cho_book_1995_cviic_000_0000|||Christopher Cviic|||Remaking the Balkans|||1995
cho_book_1995_dorae_000_0000|||Julia Doré|||The Energy Charter Treaty|||1995
cho_book_1995_dorae_000_0000|||Robert De Bauw|||The Energy Charter Treaty|||1995
cho_book_1995_dyker_000_0000||||||Investment Opportunities in Russia and the CIS|||1995
cho_book_1995_grant_000_0000||||||The European Union and China|||1995
cho_book_1995_granville_000_0000|||Brigitte Granville|||The Success of Russian Economic Reforms|||1995
cho_book_1995_grubb_000_0000|||Michael Grubb|||Renewable Energy Strategies for Europe|||1995
cho_book_1995_grubb_001_0000||||||The Emerging International Regime for Climate Change|||1995
cho_book_1995_paik_000_0000|||Keun Wook Paik|||Gas and oil in Northcast Asia: Policies, Projects and Prospects|||1995
cho_book_1995_ray_000_0000|||George F. Ray|||Energy Management: can we Learn from Others?|||1985
cho_book_1995_smith_000_0000||||||Challenges for Russian Economic Reform|||1995
cho_book_1995_smith_001_0000|||Julie Smith|||Voice of the People|||1995
cho_book_1995_stern_000_0000|||Jonathan P. Stern|||The Russian Natural Gas 'Bubble': Consequences for European Gas Markets|||1995
cho_book_1995_taylor_001_0000||||||Future Sources of Global Conflict|||1995
cho_book_1995_wallace_000_0000|||David Wallace|||Environmental Policy and Industrial Innovation|||1995
cho_book_1996_0000_001_0000||||||Unsettled Times: Three Stony Paths to 2015|||1996
cho_book_1996_allison_000_0000||||||Challenges for the Former Soviet South|||1966
cho_book_1996_brack_000_0000|||Duncan Brack|||International Trade and the Montreal Protocol|||1996
cho_book_1996_collinson_000_0000|||Sarah Collinson|||Shore to Shore|||1996
cho_book_1996_herman_000_0000|||Michael Herman|||Intelligence Power in Peace and War|||1996
cho_book_1996_hollis_000_0000||||||Lebanon on Hold: Implications for Middle East Peace|||1996
cho_book_1996_kryukov_000_0000|||Valery Kryukov|||Gazprom: Internal Structure, Management Principles and Financial Flows|||1996
cho_book_1996_kryukov_000_0000|||Arild Moe|||Gazprom: Internal Structure, Management Principles and Financial Flows|||1996
cho_book_1996_malcolm_000_0000|||Neil Malcolm|||Internal Factors in Russian Foreign Policy|||1996
cho_book_1996_malcolm_000_0000|||Alex Pravda|||Internal Factors in Russian Foreign Policy|||1996
cho_book_1996_malcolm_000_0000|||Roy Allison|||Internal Factors in Russian Foreign Policy|||1996
cho_book_1996_malcolm_000_0000|||Margot Light|||Internal Factors in Russian Foreign Policy|||1996
cho_book_1996_mitchell_000_0000|||John V. Mitchell|||The New Geopolitics of Energy|||1996
cho_book_1996_mitchell_000_0000|||Peter Beck|||The New Geopolitics of Energy|||1996
cho_book_1996_mitchell_000_0000|||Micheal Grubb|||The New Geopolitics of Energy|||1996
cho_book_1996_paterson_000_0000|||Matthew Paterson|||Sharing the Effort|||1996
cho_book_1996_paterson_000_0000|||Michael Grubb|||Sharing the Effort|||1996
cho_book_1996_peters_000_0000|||Joel Peters|||Pathways to Peace The Multilater Arab—Israeli Peace Talks|||1996
cho_book_1996_steil_000_0000|||Benn Steil|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Erik Berglöf|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Frederick D.S. Choi|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Richard Dale|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||E. Philip Davis|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Jeffrey A. Frankel|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Ian Giddy|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Richard M. Levich|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Marco Pagano|||The European Equity Markets|||1996
cho_book_1996_steil_000_0000|||Anthony Saunders|||The European Equity Markets|||1996
cho_book_1996_wall_000_0000|||David Wall|||China's Opening Door|||1996
cho_book_1996_wall_000_0000|||Jiang Boke|||China's Opening Door|||1996
cho_book_1996_wall_000_0000|||Yin Xiangshuo|||China's Opening Door|||1996
cho_book_1996_wallace_000_0000|||David Wallace|||Sustainable Industrialization|||1996
cho_book_1997_0000_001_0000||||||Navigating Uncharted Waters|||1997
cho_book_1997_estrin_000_0000|||Saul Estrin|||Foreign Direct Investment in Central and Eastern Europe|||1997
cho_book_1997_estrin_000_0000|||Kirsty Haghes|||Foreign Direct Investment in Central and Eastern Europe|||1997
cho_book_1997_estrin_000_0000|||Sarah Todd|||Foreign Direct Investment in Central and Eastern Europe|||1997
cho_book_1997_grant_000_0000|||Richard L. Grant|||The Process of Japanese Foreign Policy: Focus on Asia|||1997
cho_book_1997_grubb_000_0000|||Michael Grubb|||Renewable Energy Strategies for Europe|||1997
cho_book_1997_grubb_000_0000|||Roberto Vigotti|||Renewable Energy Strategies for Europe|||1997
cho_book_1997_hamarneh_000_0000|||Hamarneh|||Jordanian-Palestinian Relations: where to?|||1997
cho_book_1997_hamarneh_000_0000|||Rosemary Hollis|||Jordanian-Palestinian Relations: where to?|||1997
cho_book_1997_hamarneh_000_0000|||Khalil Shikaki|||Jordanian-Palestinian Relations: where to?|||1997
cho_book_1997_macfarquhar_000_0000|||Roderick MacFarquhar|||The Origins of the Cultural Revolution|||1997
cho_book_1997_miyamoto_000_0000|||Akira Miyamoto|||Natural Gas in Central Asia|||1997
cho_book_1998_allison_000_0000||||||Security Dilemmas in Russia and Eurasia|||1998
cho_book_1998_hollis_000_0000||||||Oil and Regional Developments in the Gulf|||1998
cho_book_1998_lan_000_0000|||Quan Lan|||China Natural Gas Report|||1998
cho_book_1998_lan_000_0000|||Keun-Wook Paik|||China Natural Gas Report|||1998
cho_book_1998_mitchell_000_0000||||||Companies in a World of Conlict: NGOs, Sanctions and Corporate Responsibility|||1998
cho_book_1998_patterson_000_0000|||Walt Patterson|||Transforming Electricity: The Coming Generation of Change|||1999
cho_book_1998_stern_000_0000|||Jonathan P. Stern|||Competition and Liberalization in Europe Gas Markets|||1998
cho_book_1999_forsyth_000_0000|||Tim Forsyth|||International Investment and Climate Change: Engery Technologies for Developing Countries|||1999
cho_book_1999_grubb_000_0000|||Michael Grubb|||The Kyoto Protocol|||1999
cho_book_1999_grubb_000_0000|||Christiaan Vrolijk|||The Kyoto Protocol|||1999
cho_book_1999_grubb_000_0000|||Duncan Brack|||The Kyoto Protocol|||1999
cho_book_1999_kassler_000_0000||||||Environmental Issues for the Gulf: Oil, Water and Sustainable Development|||1999
cho_book_1999_spence_000_0000||||||After Mandela: The 1999 South African Elections|||1999
cho_book_1999_wilkins_000_0000|||Gill Wilkins|||Renewable Energy Technology Transfer to Developing Countries in Southeast Asia|||March 1999
cho_book_2000_ansari_000_0000|||Ali M. Ansari|||Iran, Islam and Democracy|||2000
cho_book_2000_granville_000_0000||||||Essays on the World Economy and its Financial System|||2000
cho_book_2000_hollis_000_0000||||||Managing New Developments in the Gulf|||2000
cho_book_2000_lynch_000_0000|||Dov Lynch|||Russian Peacekeeping Strategies in the CIS: The Cases of Moldova, Georgia and Tajikistan|||2000
cho_book_2000_prins_000_0000||||||Understanding Unilateralism in Amercan Foreign Relations|||2000
cho_book_2000_yamani_000_0000|||Mai Yamani|||The Challenge of the New Generation in Saudi Arabia|||2000
cho_book_2001_akiner_000_0000|||Shirin Akiner|||Tajikistan: Disintegration or Reconciliation?|||2001
cho_book_2001_allison_000_0000||||||Central Asian Security: The New International Context|||2001
cho_book_2001_mileham_000_0000||||||Military Ethics for the Expeditionary Era|||2001
cho_book_2001_mitchell_001_0000|||John Mitchell|||The New Economy of Oil Impacts on Business, Geopolitics and Society|||2001
cho_book_2001_mitchell_001_0000|||Koji Morita|||The New Economy of Oil Impacts on Business, Geopolitics and Society|||2001
cho_book_2001_mitchell_001_0000|||Norman Selley|||The New Economy of Oil Impacts on Business, Geopolitics and Society|||2001
cho_book_2001_mitchell_001_0000|||Jonathan Stern|||The New Economy of Oil Impacts on Business, Geopolitics and Society|||2001
cho_book_2002_bail_000_0000||||||The Cartagena Protocol on Biosafety|||2002
cho_book_2002_dodge_000_0000||||||Globalization and the Middle East|||2002
cho_book_2002_granville_000_0000||||||The Economics of Essential Medicines|||2002
cho_book_2002_grimston_000_0000|||Malcolm C. Grimston|||Double or Quits?: The Global Future of Civil Nuclear Energy|||2002
cho_book_2002_grimston_000_0000|||Peter Beck|||Double or Quits?: The Global Future of Civil Nuclear Energy|||2002
cho_book_2002_reeve_000_0000|||Rosalind Reeve|||Policing International Trade in Endangered Species|||2002
cho_book_2002_smith_000_0000|||Julie Smith|||The New Bilateralism: The UK's Relations Within the EU|||2002
cho_book_2002_smith_000_0000|||Mariana Tsatsas|||The New Bilateralism: The UK's Relations Within the EU|||2002
cho_book_2002_vrolijk_000_0000||||||Climate Change and Power|||2002
cho_book_2002_wilkins_000_0000|||Gill Wilkins|||Technology Transfer for Renewable Energy|||2002
cho_book_2002_wolczuk_000_0000|||Kataryna Wolczuk|||Poland and Ukraine|||2002
cho_book_2002_wolczuk_000_0000|||Roman Wolczuk|||Poland and Ukraine|||2002
cho_book_2003_aggarwal_000_0000|||Vinod K. Aggarwal|||Sovereign Debt Origins, Crises and Restructuring|||2003
cho_book_2003_aggarwal_000_0000|||Brigitte Granville|||Sovereign Debt Origins, Crises and Restructuring|||2003
cho_book_2003_noyon_000_0000|||Jennifer Noyon|||Islam, Politics and Pluralism: Theory and Practice in Turkey, Jordan, Tunisia and Algeria|||2003
cho_book_2004_attaran_000_0000||||||Delivering Essential Medicines|||2004
cho_book_2005_calder_000_0000|||Fanny Calder|||Following up the World Summit on Sustainable Development Commitments on Corporate Social Responsibility|||February 2005
