6GWH,cho_book_1937_macartney_000_0000,Hungary and Her Successors: The Treaty of Trianon and Its Consequences 1919-1937
6GRV,cho_book_1938_0000_001_0000,China and Japan (1938)
6GRW,cho_book_1938_0000_002_0000,China and Japan (1939?)
6GXF,cho_book_1938_0000_003_0000,International Sanctions: A Report By A Group of Members of the Royal Institute of International Affairs
6GTV,cho_book_1938_0000_004_0000,"the Baltic States: A Survey of the Political and Economic Structure and the Foreign Relations of Estonia, Latvia, and Lithuania"
6GTY,cho_book_1938_0000_005_0000,The British Empire: A Report on Its Structure and Problems
6GXI,cho_book_1938_bailey_000_0000,International Studies in Modern Education
6GSN,cho_book_1938_frankel_000_0000,Capital Investment in Africa: Its Course and Effects
6GPH,cho_book_1938_gathorne_000_0000,A Short History of International Affairs 1920 to 1938
6GQI,cho_book_1938_hailey_000_0000,An African Survey: A Study of Problems Arising in Africa South of the Sahara
6HBD,cho_book_1938_hodson_000_0000,"Slump and Recovery, 1929-1937: A Survey of World Economic Affairs"
6GUK,cho_book_1938_Hubbard_000_0000,Eastern Industrialization and Its Effect on the West
6GTC,cho_book_1938_palmer_000_0000,"Consultation and Co-Operation in the British Commonwealth: Supplement, Covering the Years 1934-1937"
6GTF,cho_book_1938_wiskermann_000_0000,Czechs & Germans: A Study of the Struggle in the Historic Provinces of Bohemia and Moravia
6GZE,cho_book_1939_0000_000_0000,Nationalism: A Report By A Study Group of Members of the Royal Institute of International Affairs
6HBJ,cho_book_1939_0000_001_0000,South-Eastern Europe: A Political and Economic Survey
6GPV,cho_book_1939_0004_000_0000,"A Study of History, vol. 4"
6GPW,cho_book_1939_0005_000_0000,"A Study of History, vol. 5"
6GPX,cho_book_1939_0006_000_0000,"A Study of History, vol. 6"
6GRH,cho_book_1939_hubbard_000_0000,British Far Eastern Policy
6GUB,cho_book_1939_Kuczynski_000_0000,The Cameroons and Togoland: A Demographic Study
6GZY,cho_book_1940_0000_000_0000,Political and Strategic Interests of the United Kingdom: An Outline By A Study Group of the Royal Institute of International Affairs
6HIJ,cho_book_1940_0000_001_0000,World Order Papers: First Series
6GWL,cho_book_1940_hitler_000_0000,Index to 'Mein Kampf'
6HBB,cho_book_1940_jones_000_0000,Shanghai and Tientsin with Special Reference to Foreign Interests
6HBV,cho_book_1940_wood_000_0000,Speeches on Foreign Policy
6GRX,cho_book_1941_0000_000_0000,China and Japan (1941)
6HIL,cho_book_1941_0000_001_0000,World Production of Raw Materials (1941)
6GSC,cho_book_1941_binchy_000_0000,Church and State in Fascist Italy (1941)
6GYM,cho_book_1941_Kerr_000_0000,Lord Lothian Speaks to America
6HCJ,cho_book_1941_kerr_001_0000,The  American Speeches of Lord Lothian: July 1939 to December 1940
6GYY,cho_book_1941_omalley_000_0000,Modern India and the West: A Study of the Interaction of Their Civilizations
6GRZ,cho_book_1942_0000_000_0000,"Chronology of Principal Events: Munich Agreement to December 31, 1942,  Consolidated ed."
6HAR,cho_book_1942_0000_001_0000,Relief and Reconstruction in Europe: The First Steps
6NKG,cho_book_1942_0002_002_0000,Research Conference on International Agencies for Economic Reconstruction [Version 2]
6HAX,cho_book_1942_0000_002_0000,Research Conference on International Agencies for Economic Reconstruction [Version 1]
6HGM,cho_book_1942_0001_000_0000,"The Speeches of Adolf Hitler: April 1922- August 1939, vol. 1"
6HGN,cho_book_1942_0002_000_0000,"The Speeches of Adolf Hitler: April 1922- August 1939, vol. 2"
6GPI,cho_book_1942_gathorne_000_0000,"A Short History of International Affairs 1920 to 1939, 3rd rev. ed."
6HBQ,cho_book_1942_gibberd_000_0000,Soviet Russia: An Introduction (1942)
6HEV,cho_book_1942_kaeckenbeeck_000_0000,"The International Experiment of Upper Silesia: A Study in The Working of the Upper Silesian Settlement, 1922-1937"
6GYR,cho_book_1942_mackenzie_000_0000,Medical Relief in Europe: Questions forImmediate Study
6GYJ,cho_book_1942_maurice_000_0000,Lessons of Allied Co-Operation: Naval Military and Air 1914-1918
6HIP,cho_book_1942_whyte_000_0000,India: A Bird's-Eye View (1942)
6HFV,cho_book_1943_0000_000_0000,The Problem of Germany: An Interim Report by a Chatham House Study Group
6GWV,cho_book_1943_brown_000_0000,Industrialization and Trade: The Changing World Pattern and the Position of Britain
6GRG,cho_book_1943_gull_001_0000,British Economic Interests in the Far East [Version 1]
6HEI,cho_book_1943_hailey_000_0000,The Future of Colonial Peoples
6GWD,cho_book_1943_jordan_000_0000,"Great Britain, France and the German Problem, 1918-1939: A Study of Anglo-French Relations in the Making and Maintenance of the Versailles Settlement"
6HFG,cho_book_1943_Lindsay_000_0000,The Modern Democratic State
6GXJ,cho_book_1943_mance_000_0000,International Transport and Communications
6HCN,cho_book_1943_maurice_000_0000,The Armistices of 1918
6GTZ,cho_book_1943_walker_000_0000,The British Empire: Its Structure and Spirit
6GQE,cho_book_1944_0000_000_0000,Agrarian Problems from the Baltic to the Aegean: Discussion of a Peasant Programme
6GXG,cho_book_1944_0000_001_0000,International Security: A Selection of Authoritative Statements By Spokesmen of the United Nations
6GZN,cho_book_1944_0000_002_0000,Occupied Europe: German Exploitation and Its Post-War Consequences
6HAZ,cho_book_1944_0000_003_0000,Science and Technology in Japan: The UK Perspective
6HEY,cho_book_1944_0000_004_0000,The International Secretariat of the Future: Lessons from Experience by a Group of Former Officials of the League of Nations
6HDO,cho_book_1944_arndt_000_0000,The Economic Lessons of the Nineteen-Thirties
6HHT,cho_book_1944_etlinger_000_0000,United Kingdom Social and Economic Developments
6HCG,cho_book_1944_leubusher_000_0000,Tanganyika Territory: A Study of Economic Policy Under Mandate
6GXE,cho_book_1944_mance_000_0000,International River and Canal Transport
6HFO,cho_book_1944_marston_000_0000,The Peace Conference of 1919: Organization and Procedure
6GVE,cho_book_1944_mcdonald_000_0000,Fact and Fiction in Japanese Imperialism
6GXA,cho_book_1944_Purves_000_0000,International Establishments Some Notes Based on the Experience of the Internal Administration of the League of Nations Secretariat
6HIQ,cho_book_1944_whyte_000_0000,India: A Bird's-Eye View (1944)
6GOT,cho_book_1945_0000_000_0000,A Food Plan for India
6GVM,cho_book_1945_0000_001_0000,France and Britain: A Report by a Chatham House Study Group
6GXU,cho_book_1945_0000_002_0000,Japan in Defeat: A Report by a Chatham House Study Group
6HFW,cho_book_1945_0000_003_0000,The Problems of Germany: Problemet Tyskland en Forelopig Oversikt Utarbeidet av en Studiegruppe fra Chatham House
6GZA,cho_book_1945_cobban_000_0000,National Self-Determination
6GWT,cho_book_1945_Dewar_000_0000,Industrial Management in the USSR: An Outline Study
6GTW,cho_book_1945_frost_000_0000,The British Commonwealth and The World
6HEM,cho_book_1945_jenks_000_0000,The Headquarters of International Institutions: A Study of Their Locations and Status
6GTG,cho_book_1945_kahler_000_0000,Das Problem Deutschland - Europa Verlag Zurich
6HCB,cho_book_1945_mackay_000_0000,Studies in the Economy and History of Newfoundland
6GVN,cho_book_1945_munro_000_0000,France Yesterday and Today: A Short Survey
6HEX,cho_book_1945_price_000_0000,The International Labour Movement
6HEU,cho_book_1945_purves_000_0000,The Internal Administration of An International Secretariat: Some Notes Based on The Experience of the League of Nations
6GRM,cho_book_1946_0000_000_0000,British Security: A Report by a Chatham House Study Group
6GWC,cho_book_1946_0000_001_0000,Great Britain and Palestine 1915-1945
6HEH,cho_book_1946_0000_002_0000,The Future of Chatham House
6HFN,cho_book_1946_0000_003_0000,The Pattern of Pacific Security: A Report by a Chatham House Study Group
6HHU,cho_book_1946_0000_004_0000,United Nations Documents 1941-1945
6GSQ,cho_book_1946_almada_000_0000,Colonial Administration by European Powers
6GXB,cho_book_1946_fisher_000_0000,International Implications of Full Employment in Great Britain
6HEG,cho_book_1946_fraser_000_0000,The French Shore-Fishery Negotiations with the United States-Relations with Canada
6HBR,cho_book_1946_gibberd_000_0000,Soviet Russia: An Introduction (1946)
6HCE,cho_book_1946_hourani_000_0000,Syria and Lebanon: A Political Essay
6HGA,cho_book_1946_macdonald_000_0000,The Republic of Austria 1918-1934: A Study in the Failure of Democratic Government
6GZI,cho_book_1946_mackay_000_0000,"Newfoundland: Economic, Diplomatic and Strategic Studies"
6GVR,cho_book_1946_mance_000_0000,"Frontiers, Peace Treaties and International Organization"
6GUS,cho_book_1946_miniopaluello_000_0000,Education in Fascist Italy
6HDV,cho_book_1946_parkes_000_0000,The Emergence of the Jewish Problem 1878-1939
6GSR,cho_book_1946_pim_000_0000,Colonial Agricultural Production: The Contribution Made By Native Peasants and By Foreign Enterprise
6HDP,cho_book_1946_saunders_000_0000,The Economy of Newfoundland
6GPM,cho_book_1946_somervell_000_0000,"A Study of History (Somervell, 1946)"
6GTL,cho_book_1946_thomson_000_0000,Democracy in France: The Third Republic
6GXD,cho_book_1946_wedgewood_000_0000,International Rail Transport
6GVF,cho_book_1946_wheare_000_0000,Federal Government
6GSA,cho_book_1947_0000_000_0000,Chronology of the Second World War
6GWR,cho_book_1947_0000_001_0000,Index to United Nations Documents to December 1947
6GZL,cho_book_1947_0000_002_0000,Notes Compiled for the Information of the United Nations Special Committee on Palestine: Supplement to the Survey of Palestine
6HEC,cho_book_1947_beloff_000_0000,"The Foreign Policy of Soviet Russia, vol. 1: 1929-1936"
6GTI,cho_book_1947_Brady_001_0000,Democracy and the Dominions: A Comparative Study in Institutions
6GTM,cho_book_1947_brady_002_0000,Democracy in the Dominions: A Comparative Study in Institutions (1947)
6GTX,cho_book_1947_frost_000_0000,The British Commonwealth and World Society
6HFI,cho_book_1947_grindrod_000_0000,The New Italy: Transition from War to Peace
6GYU,cho_book_1947_hourani_000_0000,Minorities in the Arab World
6GUX,cho_book_1947_issawi_000_0000,Egypt: An Economic and Social Analysis
6HAN,cho_book_1947_Meyer_000_0000,Public Works in the British Colonies
6GPN,cho_book_1947_toynbee_000_0000,A Study of History: Abridgement of Volumes 1-6 by D.C. Somervell
6HCO,cho_book_1947_walker_000_0000,The Australian Economy in War and Reconstruction
6GQQ,cho_book_1948_0000_000_0000,Atomic Energy: Its International Implications: A Discussion
6GSX,cho_book_1948_0000_001_0000,"Conference on Some Aspects of the German Problem, vol. 1"
6GSZ,cho_book_1948_0000_002_0000,"Conference on Some Aspects of the German Problem, vol. 2, Part 1"
6GTA,cho_book_1948_0001_002_0000,"Conference on Some Aspects of the German Problem, vol. 2, Part 2"
6HGK,cho_book_1948_0000_003_0000,The Soviet-Yugoslav Dispute: Text of the Published Correspondence
6HFU,cho_book_1948_baldwin_000_0000,The Price of Power
6GSK,cho_book_1948_degras_000_0000,Calendar of Soviet Documents on Foreign Policy 1917-1941
6GTP,cho_book_1948_kuczynski_000_0000,"Demographic Survey of the British Colonial Empire, vol. 1: West Africa"
6HDB,cho_book_1948_mansergh_000_0000,The Commonwealth and The Nations
6HAH,cho_book_1948_marris_000_0000,Prospects for Closer European Economic Integration: Some Aspects of the Problem
6GRE,cho_book_1948_meyer_000_0000,Britain's Colonies in World Trade
6HCW,cho_book_1948_purcell_000_0000,The Chinese in Malaya
6GZH,cho_book_1948_wakefield_000_0000,New Paths for Japan
6GYB,cho_book_1948_warriner_000_0000,Land and Poverty in the Middle East
6GUG,cho_book_1949_0000_000_0000,Documents on European Recovery and Defence: March 1947 - April 1949
6HHY,cho_book_1949_0000_001_0000,Unofficial Organizations Concerned with European Union
6GTE,cho_book_1949_aubert_000_0000,Controle De L'Allemagne (the German Problem/Le Probleme Allemand)
6GYN,cho_book_1949_barker_000_0000,Macedonia: Its Place in Balkan Power Politics
6HED,cho_book_1949_beloff_000_0000,"The Foreign Policy of Soviet Russia, vol. 2: 1936-1941"
6GVV,cho_book_1949_bidwell_000_0000,Germany's Contribution to European Economic Life (the German Problem/Le Probleme Allemand)
6HIF,cho_book_1949_hawtrey_000_0000,Western European Union: Implications for the United Kingdom
6GYG,cho_book_1949_humphreys_000_0000,Latin America: A Selective Guide to Publications in English
6GYP,cho_book_1949_jones_000_0000,Manchuria Since 1931
6GTQ,cho_book_1949_kuczynski_000_0000,"Demographic Survey of the British Colonial Empire, vol. 2: South Africa High Commission Territories, East Africa, Mauritius, Seychelles"
6HFB,cho_book_1949_latham_000_0000,The Law and the Commonwealth
6GUT,cho_book_1949_liddell_000_0000,Education in Occupied Germany (the German Problem/Le Probleme Allemand)
6GYI,cho_book_1949_vermeil_000_0000,Les Eglises en Allemagne (the German Problem/Le Probleme Allemand)
6GUI,cho_book_1950_0000_000_0000,Documents on Regional Organizations Outside Western Europe: 1940 - 1949
6HFD,cho_book_1950_0000_001_0000,The Middle East: A Political and Economic Survey (1950)
6HHS,cho_book_1950_0000_002_0000,"United Kingdom Policy: Foreign, Strategic, Economic"
6HIC,cho_book_1950_0000_003_0000,War and Civilization (1950)
,,"Islamic Society and the West: A Study of the Impact of Western Civilization on Moslem Culture in the Near East, vol. 1"
6GXO,cho_book_1950_0001_002_0000,"Islamic Society and the West: A Study of the Impact of Western Civilization on Moslem Culture in the Near East, vol. 1, Part 1"
6GXQ,cho_book_1950_belshaw_001_0000,"Island Administration in the South West Pacific: Government and Reconstruction in New Caledonia, the New Hebrides, and the British Solomon Islands"
6GRP,cho_book_1950_betts_000_0000,Central and South East Europe 1945-1948
6HCA,cho_book_1950_deruselt_000_0000,Strengthening the Framework for Peace
6HBT,cho_book_1950_deutscher_000_0000,Soviet Trade Unions: Their Place in Soviet Labour Policy
6HCR,cho_book_1950_hawtrey_000_0000,The Balance of Payments and the Standard of Living
6GXY,cho_book_1950_mccune_000_0000,Korea Today
6GTH,cho_book_1950_mclachlan_000_0000,Defence in the Cold War: The Task forthe Free World: A Report by a Chatham House Study Group
6GZP,cho_book_1950_olver_000_0000,Outline of British Policy in East and Southeast Asia 1945-May 1950
6HCP,cho_book_1950_rothschild_000_0000,The Austrian Economy Since 1945
6HCI,cho_book_1950_soward_001_0000,The Adaptable Commonwealth: A Summary of the Proceedings of the Commonwealth Relations Conference 1949
6HCU,cho_book_1950_soward_002_0000,The Changing Commonwealth
6HBI,cho_book_1950_tewksbury_000_0000,Source Book on Far Eastern Political Ideologies: China and Japan
6HGH,cho_book_1951_0000_000_0000,The Scandinavian States and Finland: A Political and Economic Survey
6HBL,cho_book_1951_0001_000_0000,"Soviet Documents on Foreign Policy, vol. 1: 1917-1924"
6HGV,cho_book_1951_0001_001_0000,"The Theory of International Economic Policy, vol. 1: The Balance of Payments Mathematical Supplement"
6HGU,cho_book_1951_0001_002_0000,"The Theory of International Economic Policy, vol. 1: The Balance of Payments"
6GRS,cho_book_1951_butland_000_0000,"Chile: An Outline of Its Geography, Economics, and Politics"
6HAJ,cho_book_1951_collins_000_0000,Public Administration in Ceylon
6HBU,cho_book_1951_dewar_000_0000,Soviet Trade With Eastern Europe 1945-1949
6GWK,cho_book_1951_khadduri_000_0000,"Independent Iraq 1932-1958: A Study in Iraqi Politics Since 1932, 2nd ed."
6HAU,cho_book_1951_mountbatten_000_0000,Report to the Combined Chiefs of Staff by the Supreme Allied Commander: South-East Asia 1943-1945
6GZQ,cho_book_1951_plant_000_0000,Oversea Settlement: Migration from the United Kingdom to the Dominions
6HAM,cho_book_1951_reeve_000_0000,Public Administration in Siam
6HGO,cho_book_1951_rosinger_000_0000,The State of Asia: A Contemporary Survey
6HEF,cho_book_1951_taylor_000_0000,The Fourth Republic of France: Constitution and Political Parties
6HID,cho_book_1951_toynbee_000_0000,War and Civilization (1953)
6HEZ,cho_book_1951_wagner_000_0000,The Korean Minority in Japan 1904-1950
6GQP,cho_book_1952_0000_000_0000,Atlantic Alliance NATO's Role in the Free World
6GVT,cho_book_1952_0000_001_0000,Geography of Korea
6GWB,cho_book_1952_0000_002_0000,Great Britain and Egypt 1914-1951
6GTD,cho_book_1952_0002_000_0000,Consultation and Co-Operation in the Commonwealth: A Handbook on Methods and Practice
6HBM,cho_book_1952_0002_001_0000,"Soviet Documents on Foreign Policy, vol. 2: 1925-1932"
6GQW,cho_book_1952_camacho_000_0000,"Brazil: An Interim Assessment (Camacho, 1952)"
6HAK,cho_book_1952_collins_000_0000,Public Administration in Hong Kong
6GZC,cho_book_1952_kahin_000_0000,Nationalism and Revolution in Indonesia.
6GUN,cho_book_1952_kemaeny_000_0000,Economic Planning in Hungary 1947-9
6GUD,cho_book_1952_langer_001_0000,"The Challenge to Isolation, 1937-1940: The World Crisis and American Foreign Policy"
6HHK,cho_book_1952_langer_002_0000,The World Crisis and American Foreign Policy
6HIV,cho_book_1952_pendle_000_0000,Uruguay: South America's First Welfare State
6HAC,cho_book_1952_smith_000_0000,Population Growth in Malaya: An Analysis of Recent Trends
6GOW,cho_book_1952_walters_000_0000,A History of the League of Nations
6HBW,cho_book_1953_0000_000_0000,Springs of Canadian Power
6HIM,cho_book_1953_0000_001_0000,World Production of Raw Materials (1953)
6GTR,cho_book_1953_0003_000_0000,"Demographic Survey of the British Colonial Empire, vol. 3: West Indian and American Territories"
6HBO,cho_book_1953_beloff_000_0000,Soviet Policy in the Far East 1944-1951
6HBN,cho_book_1953_degras_000_0000,"Soviet Documents on Foreign Policy, vol. 3: 1933-1941"
6HAI,cho_book_1953_donnison_000_0000,Public Administration in Burma: A Study of Development During the British Connexion
6GSF,cho_book_1953_galbraith_000_0000,Colombia: A General Survey (1953)
6HAL,cho_book_1953_jones_000_0000,Public Administration in Malaya
6GYE,cho_book_1953_lambton_000_0000,Landlord and Peasant in Persia: A Study of Land Tenure and Land Revenue Administration (1953)
6HHC,cho_book_1953_Langer_000_0000,The Undeclared War 1940-1941 (The World Crisis and American Foreign Policy)
6GXK,cho_book_1953_longrigg_000_0000,"Iraq, 1900 to 1950: A Political, Social, and Economic History"
6GVO,cho_book_1953_pickles_000_0000,French Politics: The First Years of the Fourth Republic
6GXT,cho_book_1953_reischauer_000_0000,Japan and America Today: A Symposium Based on A Conference on Japanese-American Relations Held at Honolulu Under the Auspices of the Institute of Pacific Relations of Hawaii
6GRA,cho_book_1953_roberts_000_0000,Britain and the United States: Problems in Co-Operation
6GSI,cho_book_1954_0000_000_0000,"Calendar and Texts of Documents on International Affairs, vol. 1: Jan-Dec 1954"
6GYO,cho_book_1954_0000_001_0000,Malaya : Communist Or Free? Issued Under the Auspices of the Institute of Pacific Relations.
6HFK,cho_book_1954_0000_002_0000,The Organisation for European Economic Co-Operation (OEEC)
6GPY,cho_book_1954_0007_000_0000,"A Study of History, vol. 7"
6GPZ,cho_book_1954_0008_000_0000,"A Study of History, vol. 8"
6GQA,cho_book_1954_0009_000_0000,"A Study of History, vol. 9"
6GPQ,cho_book_1954_0010_000_0000,"A Study of History, vol. 10"
6GQX,cho_book_1954_camacho_000_0000,"Brazil: An Interim Assessment (Camacho, 1954)"
6HGQ,cho_book_1954_hammer_000_0000,The Struggle forIndochina
6HDD,cho_book_1954_hanrahan_000_0000,The Communist Struggle in Malaya
6GUU,cho_book_1954_issawi_000_0000,Egypt at Mid-Century: An Economic Survey
6GXX,cho_book_1954_jones_000_0000,Japan's New Order in East Asia: Its Rise and Fall 1937-1945
6GUQ,cho_book_1954_linke_000_0000,Ecuador: Country of Contrasts (1954)
6HBH,cho_book_1954_mander_000_0000,Some Dependent Peoples of the South Pacific
6GQK,cho_book_1954_mason_000_0000,An Essay on Racial Tension
6GQU,cho_book_1954_osborne_000_0000,Bolivia: A Land Divided
6GZR,cho_book_1954_pendee_000_0000,Paraguay: A Riverside Nation (1954)
6GWE,cho_book_1954_sweetescott_000_0000,"Greece: A Political and Economic Survey, 1939-1953"
6GUA,cho_book_1954_wint_000_0000,The British in Asia
6HHF,cho_book_1955_ahmad_000_0000,The United Nations and Pakistan
6HFZ,cho_book_1955_grindrod_000_0000,The Rebuilding of Italy: Politics and Economics 1945-1955
6HGX,cho_book_1955_meade_000_0000,"The Theory of International Economic Policy, vol. 2: Trade and Welfare Mathematical Supplement"
6HGW,cho_book_1955_meade_001_0000,"The Theory of International Economic Policy, vol. 2: Trade and Welfare"
6GQM,cho_book_1955_pendle_000_0000,"Argentina (Pendle, 1955)"
6GOQ,cho_book_1955_popper_000_0000,A Bibliography of the Works in English of Arnold Toynbee 1910-1954
6GOR,cho_book_1955_pryor_000_0000,A Bibliography of the Works of Lionel George Curtis
6GVJ,cho_book_1955_roberts_000_0000,Foreign Affairs Bibliography: A Selected and Annotated List of Books on International Relations 1942-1952
6GUH,cho_book_1955_Ruhm_000_0000,Documents on Germany Under Occupation 1945-1954
6GVZ,cho_book_1955_thomas_000_0000,Government and Administration in Communist China
6GYV,cho_book_1955_thompson_000_0000,Minority Problems in Southeast Asia
6GRD,cho_book_1956_0000_000_0000,Britain and Western Europe: WEU and the Atlantic Alliance
6GSJ,cho_book_1956_0002_001_0000,"Calendar and Texts of Documents on International Affairs, vol. 2: Jan 1955-June 1956 Part 1"
6MLT,cho_book_1956_0002_002_0000,"Calendar and Texts of Documents on International Affairs, vol. 2: Jan 1955-June 1956 Part 2"
6GSE,cho_book_1956_0000_003_0000,Collective Defence in South East Asia: The Manila Treaty and Its Implications
6HDA,cho_book_1956_benham_000_0000,The Colombo Plan and Other Essays
6HIG,cho_book_1956_bidwell_000_0000,What the Tariff Means to American Industries
6GYA,cho_book_1956_dewar_000_0000,Labour Policy in the USSR 1917-1928
6HHH,cho_book_1956_fall_000_0000,The Viet-Minh Regime
6HHX,cho_book_1956_gorter_000_0000,United States Shipping Policy
6GSL,cho_book_1956_laugharne_000_0000,Canada Looks Ahead
6GRN,cho_book_1956_leubuscher_000_0000,Bulk Buying from the Colonies: A Study of the Bulk Purchase of Colonial Commodities By the United Kingdom Government
6GSG,cho_book_1956_trager_000_0000,Burma's Role in the United Nations 1948-1955
6GVW,cho_book_1956_wiskemann_000_0000,Germany's Eastern Neighbours: Problems Relating to the Oder-Neisse Line and the Czech Frontier Regions
6HGI,cho_book_1957_cagle_000_0000,The Sea War in Korea
6HAO,cho_book_1957_eggleston_000_0000,Reflections on Australian Foreign Policy
6GZW,cho_book_1957_farmer_000_0000,Pioneer Peasant Colonization in Ceylon: A Study in Asian Agrarian Problems
6HFA,cho_book_1957_fawzi_000_0000,The Labour Movement in the Sudan 1946-1955
6GXP,cho_book_1957_gibb_000_0000,"Islamic Society and the West: A Study of the Impact of Western Civilization on Moslem Culture in the Near East, vol. 1, Part 2"
6GQZ,cho_book_1957_goodwin_000_0000,Britain and the United Nations
6GQJ,cho_book_1957_Hailey_001_0000,"An African Survey: A Study of Problems Arising in Africa South of the Sahara, rev. ed."
6GWS,cho_book_1957_karnik_000_0000,"Indian Communist Party Documents, 1930-1956"
6HFJ,cho_book_1957_king_000_0000,The New Malayan Nation: A Study of Communalism and Nationalism
6HHZ,cho_book_1957_pendle_000_0000,Uruguay
6GPO,cho_book_1957_toynbee_000_0000,A Study of History: Abridgement of Volumes 7-10 by D.C. Somervell
6GYC,cho_book_1957_warriner_000_0000,"Land Reform and Development in the Middle East: A Study of Egypt, Syria and Iraq (1957)"
6GUJ,cho_book_1957_watt_000_0000,"Documents on the Suez Crisis, 26 July to 6 November 1956"
6GRL,cho_book_1958_0000_000_0000,British Interests in the Mediterranean and Middle East: A Report by a Chatham House Study Group
6GXW,cho_book_1958_allen_000_0000,Japan's Economic Recovery
6HDH,cho_book_1958_benda_000_0000,"The Crescent and The Rising Sun: Indonesian Islam under the Japanese Occupation, 1942-1945"
6GTN,cho_book_1958_brady_000_0000,Democracy in the Dominions: A Comparative Study in Institutions (1958)
6HFE,cho_book_1958_bullard_000_0000,The Middle East: A Political and Economic Survey (1958)
6GYH,cho_book_1958_humphreys_000_0000,Latin American History: A Guide to the Literature in English
6GWG,cho_book_1958_jones_000_0000,"Hokkaido, Its Present State of Development and Future Prospects"
6HCD,cho_book_1958_longrigg_000_0000,Syria and Lebanon Under French Mandate
6HAD,cho_book_1958_rangnekar_000_0000,Poverty and Capital Investment in India: Contemporary Investment Patterns Problems and Planning
6GTK,cho_book_1958_thomson_000_0000,Democracy in France: The Third and Fourth Republics
6HHI,cho_book_1959_0000_000_0000,The Work of the Organisation for European Economic Co-Operation
6GPR,cho_book_1959_0011_000_0000,"A Study of History, vol. 11: Historical Atlas and Gazetteer"
6GQB,cho_book_1959_barbour_000_0000,A Survey of North West Africa (the Maghrib)
