psmid|articleid|gift_title|gift_authors|htc_authors|gift_asset_id|atlas_uid
cho_chrx_1933_0003_063_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|KEXQYA356177134|22303651
cho_chrx_1933_0003_063_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||KEXQYA356177134|
cho_chrx_1933_0003_064_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|DPGGSS309891885|22303651
cho_chrx_1933_0003_064_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||DPGGSS309891885|
cho_chrx_1933_0003_065_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|ESCBPF463069939|22303651
cho_chrx_1933_0003_065_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||ESCBPF463069939|
cho_chrx_1933_0003_066_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|SATKOG509997862|22303651
cho_chrx_1933_0003_066_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||SATKOG509997862|
cho_chrx_1933_0003_067_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|ZNTONK743082184|22303651
cho_chrx_1933_0003_067_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||ZNTONK743082184|
cho_chrx_1933_0003_068_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|EHTHGJ958115013|22303651
cho_chrx_1933_0003_068_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||EHTHGJ958115013|
cho_chrx_1933_0003_069_0000|1|Summaries of Leading Articles in the Chinese Press|Miss Stiff / Sir Herbert Goffe K.B.E., C.M.G.||ITZCMR490459339|
cho_chrx_1933_0003_069_0000|1|Summaries of Leading Articles in the Chinese Press|Miss Stiff / Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|ITZCMR490459339|22303651
cho_chrx_1933_0003_069_0000|1|Summaries of Leading Articles in the Chinese Press|Miss Stiff / Sir Herbert Goffe K.B.E., C.M.G.|Miss Stiff|ITZCMR490459339|
cho_chrx_1933_0003_070_0000|1|Summaries of Leading Articles in the Chinese Press|Miss Stiff / Sir Herbert Goffe K.B.E., C.M.G.|Miss Stiff|NMTUKH097660510|
cho_chrx_1933_0003_070_0000|1|Summaries of Leading Articles in the Chinese Press|Miss Stiff / Sir Herbert Goffe K.B.E., C.M.G.||NMTUKH097660510|
cho_chrx_1933_0003_070_0000|1|Summaries of Leading Articles in the Chinese Press|Miss Stiff / Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|NMTUKH097660510|22303651
cho_chrx_1934_0004_001_0000|1|Summaries of Leading Articles in the Chinese Press|||TTLAUN761177253|
cho_chrx_1934_0004_001_0000|1|Summaries of Leading Articles in the Chinese Press|||TTLAUN761177253|
cho_chrx_1934_0004_002_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|TQCNIN137119562|22303651
cho_chrx_1934_0004_002_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||TQCNIN137119562|
cho_chrx_1934_0004_003_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|HMRJCC869418335|22303651
cho_chrx_1934_0004_003_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||HMRJCC869418335|
cho_chrx_1934_0004_004_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|KRHGUT175408369|22303651
cho_chrx_1934_0004_004_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||KRHGUT175408369|
cho_chrx_1934_0004_005_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||XBPCQN959005429|
cho_chrx_1934_0004_005_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|XBPCQN959005429|22303651
cho_chrx_1934_0004_006_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|XWGCDL137328170|22303651
cho_chrx_1934_0004_006_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||XWGCDL137328170|
cho_chrx_1934_0004_007_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||GWMWMZ673314639|
cho_chrx_1934_0004_007_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|GWMWMZ673314639|22303651
cho_chrx_1934_0004_008_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||BYBYIX544048190|
cho_chrx_1934_0004_008_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|BYBYIX544048190|22303651
cho_chrx_1934_0004_009_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||LHQXKQ743623660|
cho_chrx_1934_0004_009_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|LHQXKQ743623660|22303651
cho_chrx_1934_0004_010_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||ACVAZP107745280|
cho_chrx_1934_0004_010_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|ACVAZP107745280|22303651
cho_chrx_1934_0004_011_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||SNIUMI920378371|
cho_chrx_1934_0004_011_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|SNIUMI920378371|22303651
cho_chrx_1934_0004_012_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|PXUSGW200413836|22303651
cho_chrx_1934_0004_012_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||PXUSGW200413836|
cho_chrx_1934_0004_013_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||FUVMXG283803284|
cho_chrx_1934_0004_013_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|FUVMXG283803284|22303651
cho_chrx_1934_0004_014_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||UAELPK582530599|
cho_chrx_1934_0004_014_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|UAELPK582530599|22303651
cho_chrx_1934_0004_015_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|BOPDNH054936060|22303651
cho_chrx_1934_0004_015_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||BOPDNH054936060|
cho_chrx_1934_0004_016_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||IMVTPK036462814|
cho_chrx_1934_0004_016_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|IMVTPK036462814|22303651
cho_chrx_1934_0004_017_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|OFRCEL795173599|22303651
cho_chrx_1934_0004_017_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||OFRCEL795173599|
cho_chrx_1934_0004_018_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||SLCYVF131525330|
cho_chrx_1934_0004_018_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|SLCYVF131525330|22303651
cho_chrx_1934_0004_019_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|AAMUDF630062612|22303651
cho_chrx_1934_0004_019_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||AAMUDF630062612|
cho_chrx_1934_0004_020_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|UDDXLD721348293|22303651
cho_chrx_1934_0004_020_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||UDDXLD721348293|
cho_chrx_1934_0004_021_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|YUSCWQ763119200|22303651
cho_chrx_1934_0004_021_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||YUSCWQ763119200|
cho_chrx_1934_0004_022_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|MFTAMJ477637441|22303651
cho_chrx_1934_0004_022_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||MFTAMJ477637441|
cho_chrx_1934_0004_023_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|ZRGBPG033234977|22303651
cho_chrx_1934_0004_023_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||ZRGBPG033234977|
cho_chrx_1934_0004_024_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|HVSLWR360403931|22303651
cho_chrx_1934_0004_024_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||HVSLWR360403931|
cho_chrx_1934_0004_025_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.||PFHKSU991238392|
cho_chrx_1934_0004_025_0000|1|Summaries of Leading Articles in the Chinese Press|Sir Herbert Goffe K.B.E., C.M.G.|Sir Herbert Goffe K.B.E., C.M.G.|PFHKSU991238392|22303651
