cho_book_1955_Ruhm_000_0000;50;Control Council Plan for Reparations and the Level of Post-War German Economy;English
cho_book_1955_Ruhm_000_0000;51;Control Council Law No. 22: Works Councils;English
cho_book_1955_Ruhm_000_0000;52;Principles and Aims of the Socialist Unity Party of Germany;English
cho_book_1955_Ruhm_000_0000;53;Memorandum Submitted by the French Delegation to the Paris Session of the Council of Foreign Ministers, 25 April - 15 May 1946, Relating to the Régime of the RUHR, the Rhineland and the SAAR, and the Reorganization of Germany;English
cho_book_1955_Ruhm_000_0000;54;Draft of Twenty-Five-Year Treaty for the Disarmament and Demilitarization of Germany, Proposed to the Paris Session of the Council of Foreign Ministers by the United States Secretary of State;English
cho_book_1955_Ruhm_000_0000;55;Control Council Law No. 25: Control of Scientific Research;English
cho_book_1955_Ruhm_000_0000;56;Control Council Order No. 4: Confiscation of Literature and Material of a Nazi and Militarist Nature;English
cho_book_1955_Ruhm_000_0000;57;Draft Law on the Transfer to the People of the Enterprises of War Criminals and Nazi Criminals in Land Saxony;English
cho_book_1955_Ruhm_000_0000;58;Communiqué of the Administration of Land Saxony on a Referendum to Expropriate Nazis and War Criminals;English
cho_book_1955_Ruhm_000_0000;58;Communiqué of the Administration of Land Saxony on a Referendum to Expropriate Nazis and War Criminals;English
cho_book_1955_Ruhm_000_0000;58;Communiqué of the Administration of Land Saxony on a Referendum to Expropriate Nazis and War Criminals;English
cho_book_1955_Ruhm_000_0000;59;Extract from Molotov's Statement to the Soviet Press on the Paris Session of the Council of Foreign Ministers, 25 April - 15 May 1946;English
cho_book_1955_Ruhm_000_0000;60;Extract from Bevin's Report on the Paris Session of the Council of Foreign Ministers;English
cho_book_1955_Ruhm_000_0000;61;Soviet Military Administration Order No. 167, on the Transfer of Enterprises in Germany to the Ownership of the USSR on the Basis of Soviet Reparations Claims;English
cho_book_1955_Ruhm_000_0000;62;Control Council Directive No. 32: Disciplinary Measures against Managing and Administrative Staffs of Educational Institutions, Teaching Staff, and Students Guilty of Militaristic, Nazi or Anti-Democratic Propaganda;English
cho_book_1955_Ruhm_000_0000;63;Letter from the Central Secretariat of the Socialist Unity Party to Marshal Sokolovsky Asking for an Increase in Rations;English
cho_book_1955_Ruhm_000_0000;64;Extract from Molotov's Statement at the Paris Session of the Council of Foreign Ministers, 15 June - 12 July 1946;English
cho_book_1955_Ruhm_000_0000;65;Letter of Thanks for Increased Rations from the Executive of the Socialist Unity Party to Sokolovsky;English
cho_book_1955_Ruhm_000_0000;66;Destruction of Old Land Registers;English
cho_book_1955_Ruhm_000_0000;67;Extracts from the Temporary Constitution of Greater Berlin of 1946;English
cho_book_1955_Ruhm_000_0000;68;Control Council Law No. 34: Dissolution of the Wehrmacht;English
cho_book_1955_Ruhm_000_0000;69;Stuttgart Speech by J. F. Byrnes, United States Secretary of State: Restatement of Policy on Germany;English
cho_book_1955_Ruhm_000_0000;70;Statement Made by Molotov to a Correspondent of the Polish Press Agency concerning Poland's Western Frontiers;English
cho_book_1955_Ruhm_000_0000;71;Directive from the Office of Military Government, US Zone, on Relationships between Military and Civil Government subsequent to the Adoption of Land Constitutions;English
cho_book_1955_Ruhm_000_0000;72;Resolution of the Bremen Conference of the Heads of the Länder and City Governments of the British and United States Zones regarding the Sentence of the International Military Tribunal;English
cho_book_1955_Ruhm_000_0000;73;Control Council Directive No. 38: The Arrest and Punishment of War Criminals, Nazis, and Militarists and the Internment, Control, and Surveillance of Potentially Dangerous Germans;English
cho_book_1955_Ruhm_000_0000;74;Control Council Directive No. 40: Policy to Be Followed by German Politicians and the German Press;English
cho_book_1955_Ruhm_000_0000;75;Extract from a Statement by Bevin concerning the British Government's Policy on Germany;English
cho_book_1955_Ruhm_000_0000;76;Statement on Administrative Questions by the British Deputy Military Governor, Lieut.-General Sir Brian Robertson, before the Zonal Advisory Council, Hamburg;English
cho_book_1955_Ruhm_000_0000;77;Soviet Military Administration Order No. 332 concerning the Transfer of Powers to the Elected Diets and New Länder and Provincial Governments;English
cho_book_1955_Ruhm_000_0000;78;British Military Government Ordinance No. 57: Powers of Länder in the British Zone;English
cho_book_1955_Ruhm_000_0000;79;Agreement between the Governments of the United Kingdom and the United States on the Economic Fusion of their Respective Zones;English
cho_book_1955_Ruhm_000_0000;80;Statement by Sir Cecil Weir, President of the Economic Subcommittee of the Control Commission for Germany (British Element), on the Bizonal Economic Fusion;English
cho_book_1955_Ruhm_000_0000;81;Communiqué Issued by the Central Secretariat of the Socialist Unity Party following a Meeting with Representatives of the Soviet Military Administration on 11 January 1947;English
cho_book_1955_Ruhm_000_0000;82;British Military Government Ordinance 78: Prohibition of Excessive Concentration of German Economic Power, and Regulation No. 1;English
cho_book_1955_Ruhm_000_0000;83;Control Council Law No. 46: Abolition of the State of Prussia;English
cho_book_1955_Ruhm_000_0000;84;Statement to the Control Council by Sokolovsky on the Bizone Fusion Agreement;English
cho_book_1955_Ruhm_000_0000;85;Comment by the British Military Governor, Sir Sholto Douglas, on Sokolovsky's Statement;English
cho_book_1955_Ruhm_000_0000;86;Extracts from General Marshall's Broadcast after the Moscow Session of the Council of Foreign Ministers, 10 March - 24 April 1947;English
cho_book_1955_Ruhm_000_0000;87;Appendix A of British Military Government Ordinance No. 88: Agreement for Reorganization of Bizonal Economic Agencies;English
cho_book_1955_Ruhm_000_0000;87;Appendix A of British Military Government Ordinance No. 88: Agreement for Reorganization of Bizonal Economic Agencies;English
cho_book_1955_Ruhm_000_0000;88;Ordinance No. 95 on the Powers of the Länder in the French Zone;English
cho_book_1955_Ruhm_000_0000;89;Administrative Order (Arrété) No. 218, pursuant to Article 3 of Ordinance No. 95 on the Powers of the Länder in the French Zone;English
cho_book_1955_Ruhm_000_0000;90;Control Council Directive No. 54: Basic Principles for the Democratization of Education in Germany;English
cho_book_1955_Ruhm_000_0000;91;Order No. 201: Directives for the Execution of Control Council Directives Nos. 24 and 38 on Denazification;English
cho_book_1955_Ruhm_000_0000;91;Order No. 201: Directives for the Execution of Control Council Directives Nos. 24 and 38 on Denazification;English
cho_book_1955_Ruhm_000_0000;92;Extracts from Soviet Military Administration Regulation No. 3 under Order No. 201;English
cho_book_1955_Ruhm_000_0000;93;Communiqué on Discussions between Representatives of the United Kingdom, United States, and French Governments in London, Relating to the Level of Industry in the Combined Anglo-American Zones and the Management and Control of the RUHR Mines;English
cho_book_1955_Ruhm_000_0000;94;Revised Plan for Level of Industry in the Anglo-American Zones;English
cho_book_1955_Ruhm_000_0000;95;British Military Government Ordinance No. 103: Agrarian Reform;English
cho_book_1955_Ruhm_000_0000;96;British Military Government Ordinance No. 110: Transfer to the Länder Governments of Responsibility for Denazification;English
cho_book_1955_Ruhm_000_0000;97;Extracts from the Eighth Report from the House of Commons Select Committee on Estimates, Session 1946-7: British Expenditure True in Germany;English
cho_book_1955_Ruhm_000_0000;98;Extracts from the Anglo-American Announcement of the Establishment of a Bipartite Coal Control Group and the Formation of a German Coal Management Board;English
cho_book_1955_Ruhm_000_0000;99;Socialist Unity Party Appeal for a German People's Congress for Unity and a Just Peace;English
cho_book_1955_Ruhm_000_0000;99;Socialist Unity Party Appeal for a German People's Congress for Unity and a Just Peace;English
cho_book_1955_Ruhm_000_0000;100;Extract from Marshall's Statement Proposing the Adjournment of the London Session of the Council of Foreign Ministers, 25 November - 15 December 1947;English
cho_book_1955_Ruhm_000_0000;101;Extracts from a Statement by Bevin concerning the London Session of the Council of Foreign Ministers;English
cho_book_1955_Ruhm_000_0000;102;British Military Government Ordinance No. 126: Bizonal Economic Administration;English
cho_book_1955_Ruhm_000_0000;103;Extract from British Military Government Ordinance No. 127: Establishment of a German High Court for the Combined Economic Area;English
cho_book_1955_Ruhm_000_0000;104;Soviet Military Administration Order No. 32: Composition and Powers of the German Economic Commission;English
cho_book_1955_Ruhm_000_0000;104;Soviet Military Administration Order No. 32: Composition and Powers of the German Economic Commission;English
cho_book_1955_Ruhm_000_0000;105;Extracts from Speech by Otto Grotewohl, Joint Chairman of the Socialist Unity Party, at the Second German People's Congress;English
cho_book_1955_Ruhm_000_0000;106;Unanimous Resolution Passed by the Second German People's Congress: Petition for a Plebiscite on German Unity;English
cho_book_1955_Ruhm_000_0000;107;Unanimous Resolution Passed by the Second German People's Congress: Establishment of a German People's Council;English
cho_book_1955_Ruhm_000_0000;108;The Election of the People's Council and its Presidium;English
cho_book_1955_Ruhm_000_0000;109;Statement by Sokolovsky at the Meeting of the Control Council, 20 March 1948: Soviet Withdrawal from the Council;English
cho_book_1955_Ruhm_000_0000;110;Letter from the Presidium of the People's Council to Marshal Sokolovsky and Generals Clay, Robertson, and Koenig on the Subject of the Petition and Plebiscite on German Unity, and Text of the People's Petition;English
cho_book_1955_Ruhm_000_0000;111;Communiqué Issued by the London Six- Power Conference, 7 June 1948;English
cho_book_1955_Ruhm_000_0000;112;Report on the Result of the People's Petition;English
cho_book_1955_Ruhm_000_0000;113;Statement by Walter Ulbriciit, Chairman of the Economic Committee of the People's Congress, on the Legality of the German People's Council;English
cho_book_1955_Ruhm_000_0000;114;Extracts from British Military Government Law No. 61: First Law for Monetary Reform (Currency Law);English
cho_book_1955_Ruhm_000_0000;115;Soviet Military Administration Order No. III on Currency Reform in the Soviet Zone;English
cho_book_1955_Ruhm_000_0000;115;Soviet Military Administration Order No. III on Currency Reform in the Soviet Zone;English
cho_book_1955_Ruhm_000_0000;116;Statement by the Foreign Ministers of the USSR, Albania, Bulgaria, Czechoslovakia, Yugoslavia, Poland, Rumania, and Hungary regarding the Decisions of the London Conference on Germany, Adopted on 24 June 1948 at the Conference in Warsaw;English
cho_book_1955_Ruhm_000_0000;117;Review by Bevin of Developments in Germany up to the Berlin Blockade;English
cho_book_1955_Ruhm_000_0000;118;Soviet Statement on the Withdrawal of the USSR from the Berlin Kommandatura;English
cho_book_1955_Ruhm_000_0000;119;The London Documents: Directives regarding the Future Political Organization of Germany, Drafted at the London Conference of the Western Foreign Ministers in June 1948 and Handed to the Ministers President of the Western Zones of Germany by the Military Governors at their Joint Meeting on 1 July 1948;English
cho_book_1955_Ruhm_000_0000;120;Extracts from the Economic Co-Operation Agreement between the United States of America and the United States and United Kingdom Occupied Areas in Germany;English
cho_book_1955_Ruhm_000_0000;121;Reply of the Ministers President to the Proposals Made by the Military Governors following the London Decisions;English
cho_book_1955_Ruhm_000_0000;122;Joint Communiqué Issued after the Third Meeting of the Military Governors and Ministers President of the Three Western Zones;English
cho_book_1955_Ruhm_000_0000;123;Statement by the Control Commission for Germany (British Element) regarding Reparations from the Western Zones, Dismantling, and ERP;English
cho_book_1955_Ruhm_000_0000;124;Three-Power Statement on a Revised Reparations Programme for the Western Zones of Germany;English
cho_book_1955_Ruhm_000_0000;125;British Military Government Law No. 75: Reorganization of German Coal and Iron and Steel Industries;English
cho_book_1955_Ruhm_000_0000;126;Aide-Memoire concerning the Basic Law Presented by the Military Governors to the President of the Parliamentary Council at Bonn;English
cho_book_1955_Ruhm_000_0000;127;Soviet Military Administration Order No. 183 Expanding the Economic Commission;English
cho_book_1955_Ruhm_000_0000;127;Soviet Military Administration Order No. 183 Expanding the Economic Commission;English
cho_book_1955_Ruhm_000_0000;128;Letter from Sokolovky to Robertson on Developments in Berlin;English
cho_book_1955_Ruhm_000_0000;129;The Setting up of the East Berlin Magistrat;English
cho_book_1955_Ruhm_000_0000;130;Joint Protest by the Western Military Governors to Sokolovsky concerning Developments in Berlin;English
cho_book_1955_Ruhm_000_0000;131;Extract from Letter from the Soviet Kommandatura to the Vice-Chairman of the Berlin City Parliament, Ottomargeschke, Recognizing the Provisional Democratic Magistrat as the only Legal Administration of Berlin;English
cho_book_1955_Ruhm_000_0000;132;Declaration by the Western Commandants on the Continued Operation of the Kommandatura;English
cho_book_1955_Ruhm_000_0000;133;Statement by Robertson on the Conclusion of the London Ruhr Agreement;English
cho_book_1955_Ruhm_000_0000;134;Directive by the Governors of the Three Western Zones on the Organization of the Allied Military Security Board;English
cho_book_1955_Ruhm_000_0000;135;Extracts from a Resolution Passed by the First Party Conference, 25-28 January 1949, on the next Tasks of the Socialist Unity Party;English
cho_book_1955_Ruhm_000_0000;136;Resolution of the Party Executive on Measures within the Socialist Unity Party Passed by the First Party Conference on 25-28 January 1949;English
cho_book_1955_Ruhm_000_0000;137;Statement of the Parliamentary Council Committee of Five on the Federal Character of the Draft Basic Law;English
cho_book_1955_Ruhm_000_0000;138;Joint Statement by the British and American Military Governors on Industrial Relations in Germany;English
cho_book_1955_Ruhm_000_0000;139;Statement by the Politburo of the Socialist Unity Party: 'Against Aggression - for Support for the Soviet Army';English
cho_book_1955_Ruhm_000_0000;139;Statement by the Politburo of the Socialist Unity Party: 'Against Aggression - for Support for the Soviet Army';English
cho_book_1955_Ruhm_000_0000;140;List of Resolutions Prepared by the Conference of Ministers President at Königstein and Submitted to the Military Governors for Consideration;English
cho_book_1955_Ruhm_000_0000;141;Six-Power Communiqué regarding Provisional Rectifications of the Western German Frontier, Issued in Paris;English
cho_book_1955_Ruhm_000_0000;142;Memorandum Presented by the Social Democratic Party on Federalistic and Centralistic Elements in the Spd Draft of the Basic Law;English
cho_book_1955_Ruhm_000_0000;143;Washington Three-Power Meeting, 6-8 April 1949: Communiqué concerning the Occupation Statute;English
cho_book_1955_Ruhm_000_0000;144;Washington Three-Power Meeting: Draft Occupation Statute Defining the Respective Powers and Responsibilities of the Future German Government and the Allied Control Authority;English
cho_book_1955_Ruhm_000_0000;145;Washington Three-Power Meeting: Agreement on Tripartite Controls;English
cho_book_1955_Ruhm_000_0000;146;Washington Three-Power Meeting: Message from the Foreign Ministers of the Three Western Occupying Powers to the Military Governors concerning the Basic Law;English
cho_book_1955_Ruhm_000_0000;147;Washington Three-Power Meeting: Agreed Minute on Württemberg-Baden Plebiscite;English
cho_book_1955_Ruhm_000_0000;148;Washington Three-Power Meeting: Agreement on Prohibited and Limited Industries;English
cho_book_1955_Ruhm_000_0000;149;Letter from the Military Governors to the Parliamentary Council Defining the Powers of the Federal Government in the Police Field;English
cho_book_1955_Ruhm_000_0000;150;Extracts from a Statement by the United States Department of State concerning a Three-Power Agreement on a Revised German Reparations Programme;English
cho_book_1955_Ruhm_000_0000;151;Communication from the Military Governors regarding the Competence of the Parliamentary Council to Draft an Electoral Law;English
cho_book_1955_Ruhm_000_0000;152;Joint Communiqué Issued by the Governments of France, the USSR, the United Kingdom, and the United States on the Lifting of Restrictions between the Four German Zones and Berlin;English
cho_book_1955_Ruhm_000_0000;153;Letter from the Military Governors to Dr. Konrad Adenauer, President of the Parliamentary Council, Approving the Basic Law;English
cho_book_1955_Ruhm_000_0000;154;Statement by Adenauer Made at the Meeting on 12 May 1949 of the Military Governors, the Representatives of the Parliamentary Council, and the Ministers President;English
cho_book_1955_Ruhm_000_0000;155;Letter from the Military Governors to Wilhelm Kaisen, President of the Bremen Senate;English
cho_book_1955_Ruhm_000_0000;156;Election Appeal Issued by the Secretariat of the German People's Council;English
cho_book_1955_Ruhm_000_0000;157;Results of the Elections for the Third German People's Congress;English
cho_book_1955_Ruhm_000_0000;158;US Military Government Law No. 20: Election of Certain Public Servants to the German Federal Parliament;English
cho_book_1955_Ruhm_000_0000;159;Agreement on a Revised Internal Procedure for the Allied Kommandatura;English
cho_book_1955_Ruhm_000_0000;160;Chapter of the Allied High Commission;English
cho_book_1955_Ruhm_000_0000;160;Chapter of the Allied High Commission;English
cho_book_1955_Ruhm_000_0000;160;Chapter of the Allied High Commission;English
cho_book_1955_Ruhm_000_0000;161;Extract from Four-Power Communiqué Issued at the Conclusion of the Sixth Session of the Council of Foreign Ministers, Paris, 23 May - 20 June 1949;English
cho_book_1955_Ruhm_000_0000;162;Control Commission for Germany (British Element): Statement on the Reorganization of the Coal Industry under Law No. 75;English
cho_book_1955_Ruhm_000_0000;163;Statement by Churchill on the Origins of the 'Unconditional Surrender' Formula: Extracts from a Debate in the House of Commons;English
cho_book_1955_Ruhm_000_0000;164;Politburo Resolution on the Creation of Party Organizations in the Apparatus of the Party and in the Mass Organizations;English
cho_book_1955_Ruhm_000_0000;165;Reply by Theodor Heuss to the Address of the French High Commissioner Designate, M. Francois-Poncet, Congratulating Him on his Election to the Presidency of the Federal Republic;English
cho_book_1955_Ruhm_000_0000;166;Allied High Commission Law No. I: Official Gazette of the Allied High Commission;English
cho_book_1955_Ruhm_000_0000;167;Allied High Commission Law No. 5 for the Safeguarding of the Freedom of the Press, Radio and Other Information Media, Repealing Previous British, American, and French Military Government Legislation Relating to Press, Radio, and Censorship;English
cho_book_1955_Ruhm_000_0000;168;Speech by Adenauer, Chancellor of the Federal Republic, at the Ceremony at the Petersberg Marking the Final Stage in the Setting up of the German Federal Republic, the Entry into Force of the Occupation Statute, and the Institution of the Allied High Commission;English
cho_book_1955_Ruhm_000_0000;169;Allied High Commission Decision No. I: Revaluation of the Deutsche Mark;English
cho_book_1955_Ruhm_000_0000;170;Announcement of the Impending Establishment of the Germany Democratic Republic;English
cho_book_1955_Ruhm_000_0000;171;Law on the Establishment of the Provisional People's Chamber of the German Democratic Republic;English
cho_book_1955_Ruhm_000_0000;172;Statement by General Chuikov, Supreme Chief of the Soviet Military Administration, on the Entry into Force of the Constitution of the German Democratic Republic;English
cho_book_1955_Ruhm_000_0000;173;Statement by the United States Secretary of State, Dean Acheson, on the Illegality of the East German Government;English
cho_book_1955_Ruhm_000_0000;174;Extracts from the Policy Declaration of Otto Grotewohl, Minister President of the German Democratic Republic;English
cho_book_1955_Ruhm_000_0000;175;Message from Stalin to Wilhelm Pieck, President, and Otto Grotewohl, Minister President, of the German Democratic Republic;English
cho_book_1955_Ruhm_000_0000;176;Extract from a Statement in the Bundestag by Adenauer;English
cho_book_1955_Ruhm_000_0000;177;Statement by Robertson on British Responsibility for the Execution of the Dismantling Programme;English
cho_book_1955_Ruhm_000_0000;178;Communiqué Issued at the Conclusion of the Three-Power Meeting in Paris, 9-10 November 1949;English
cho_book_1955_Ruhm_000_0000;179;Statement by General Chuikov on the Creation of the Soviet Control Commission;English
cho_book_1955_Ruhm_000_0000;180;Law to Amnesty and to Grant Civil Rights to Former Members and Followers of the Nazi Party and Officers of the Fascist Wehrmacht;English
cho_book_1955_Ruhm_000_0000;181;Further Statement by Churchill on the Origins of the 'Unconditional Surrender' Formula;English
cho_book_1955_Ruhm_000_0000;182;Protocol of Agreements Reached between the Allied High Commissioners and the Chancellor of the German Federal Republic at the Petersberg;English
cho_book_1955_Ruhm_000_0000;182;Protocol of Agreements Reached between the Allied High Commissioners and the Chancellor of the German Federal Republic at the Petersberg;English
cho_book_1955_Ruhm_000_0000;182;Protocol of Agreements Reached between the Allied High Commissioners and the Chancellor of the German Federal Republic at the Petersberg;English
