psmid|articleid|title|authors|assetid
cho_byil_1921_0002_000_0000|22|Obituary Notices|Sir John MacDonell|VPQKVM233378971
cho_byil_1921_0002_000_0000|23|List of International Agreements (January 1, 1920-May 31, 1921)||LRQVMN368456611
cho_byil_1921_0002_000_0000|24|Reviews of Books|J. W. Garner|TXZJUQ850866591
cho_byil_1921_0002_000_0000|25|Bibliography||ZLNISY722402767
cho_byil_1921_0002_000_0000|26|Index||UMSBGO805735602
cho_byil_1922_0003_000_0000|1|Front Matter||TVSAEH757135622
cho_byil_1922_0003_000_0000|2|Front Matter||YTQIMU296648657
cho_byil_1922_0003_000_0000|3|Front Matter||PJIZOC518985773
cho_byil_1922_0003_000_0000|4|Front Matter||BMQSYC871921040
cho_byil_1922_0003_000_0000|5|Contents||NIGCXF513063595
cho_byil_1922_0003_000_0000|6|Contraband|Sir H. Erle Richards K. C. S. I., K. C.,|JDYHGV278367783
cho_byil_1922_0003_000_0000|7|The Late Sir Henry Erle Richards, K.C.S.I., K.C.|Viscount Finlay|IQUQCU418162380
cho_byil_1922_0003_000_0000|8|The International Status of the British Self-Governing Dominions|Malcolm M. Lewis M.A., Ll.B.,|TSENGX450084131
cho_byil_1922_0003_000_0000|9|The Territoriality of Bays|Sir Cecil Hurst K.C.B., K.C.|BPJUHK650584779
cho_byil_1922_0003_000_0000|10|Enemy Ships in Port at the Outbreak of War|Professor A. Pearce Higgins C.B.E., Ll.D.,|VLDNDJ273911333
cho_byil_1922_0003_000_0000|11|An International Criminal Court and the Resolutions of the Committee of Jurists|Lord Phillimore|VEWIRL435279071
cho_byil_1922_0003_000_0000|12|Blockade in Modern Conditions|H. W. Malkin C.M.G.|WULWWK871465914
cho_byil_1922_0003_000_0000|13|Angary|C. Ll. Bullock M.A.,|WROPEA133959590
cho_byil_1922_0003_000_0000|14|The History of Intervention in International Law|P. H. Winfield Ll.D.,|ARSSQH643029160
cho_byil_1922_0003_000_0000|15|Submarines at the Washington Conference|Ronald F. Roxburgh|MWUZPP729947485
cho_byil_1922_0003_000_0000|16|Immunity of States in Maritime Law|W. R. Bisschop Ll.D.|FYVLML726516774
cho_byil_1922_0003_000_0000|17|The Barcelona Conference on Communications and Transit and the Danube Statute|G. E. Toulmin|KGYALB649179565
cho_byil_1922_0003_000_0000|18|Notes||OGDHYX661474649
cho_byil_1922_0003_000_0000|19|The Washington Conference|H. W. Malkin|YLIFSF986634869
cho_byil_1922_0003_000_0000|20|The Monaco Congress on Aerial Law|A. Pearce Higgins|NLFURO197701501
cho_byil_1922_0003_000_0000|21|Second International Child Welfare Congress|R. Feetham|CYDBDX202393584
cho_byil_1922_0003_000_0000|22|L'institut De Droit International|A. Pearce Higgins|JCBUME422401327
cho_byil_1922_0003_000_0000|23|The Nationality of Incorporated Companies under the Treaty of Versailles||NALOCS641008530
cho_byil_1922_0003_000_0000|24|The Edward Fry Library of International Law|E. A. W.|SWIBXT555398425
cho_byil_1922_0003_000_0000|25|Carriage of Belligerent Troops by a Neutral Transport: The Greta Case|A. Pearce Higgins|HLIUAS097971014
cho_byil_1922_0003_000_0000|26|Vice-Admiralty Prize Court of Hong Kong||VKMHFV967946852
cho_byil_1922_0003_000_0000|27|Digest of Cases|Andrew Eric Jackson Ll.D., O.B.E., Solicitor|HKZDVG491497638
cho_byil_1922_0003_000_0000|28|Summary of Events||JAMDPH496510009
cho_byil_1922_0003_000_0000|29|International Law Chiefly as Interpreted and Applied by the United States. By Charles Cheney HYde. 2 vols. Vol. I. pp. lIx., 832. vol. II. pp. XXVII., 925. 1922. Boston: Little, Brown & Co. ($25)|A. Pearce Higgins|XTUVUX098652795
cho_byil_1922_0003_000_0000|30|The Leipzig Trials. An Account of the War Criminals' Trials and a Study of German Mentality. By Claud Mullins. With an Introduction by Sir Ernest Pollock. 1921. London: Witherby. 8vo. pp. 238.(8s. 6d. net.)|Alfred Hopkinson|TFUYUK969928049
cho_byil_1922_0003_000_0000|31|A Revision of the Peace Treaty. By John Maynard Keynes. 1922. London: MacMillan & Co. pp. 223.(7s. 6d.)|Cyril M. Picciotto|GFLYDS097726585
cho_byil_1922_0003_000_0000|32|Le Droit des Gens et la Guerre de 1914-1918. Par A. Mérignhac et E. Lémonon, avec une Préface de M. Léon Bourgeois. 2 vols. pp. 650 and 673. 1921. Paris: Recueil Sirey|W. R. Bisschop|ZUIBKU218732621
cho_byil_1922_0003_000_0000|33|Le Droit pénal international et sa mise en æuvre en temps de paix et en temps de guerre, par Maurice Travers. Tomes II. and III. 1921. Paris: Libr. de la Soc. du Recueil Sirey. 8vo. pp. 683 and 552|Ernest J. Schuster|BMTCNF472872608
cho_byil_1922_0003_000_0000|34|International Law. A Treatise. By L. Oppenheim. Third Edition, by Ronald F. Roxburgh. Vol. II. War and Neutrality. 8vo. pp. XIV+671. 1921. London: Longmans, Green Co.(36s. net.)|E. A. Whittuck|PEYUMR443714496
cho_byil_1922_0003_000_0000|35|The Law of Naval Warfare. By J. A. Hall. 2nd Ed. 1921. London: Chap-man & Hall. pp. VIII+398.(30s. net.)||IJKKYQ851324541
cho_byil_1922_0003_000_0000|36|Book Reveiw: Intervention in International Law. By Ellery C. Stowell. 1921. Washington: John Byrne & Co. 8vo. pp. 558|Percy H. Winfield|GTSSSU544678416
cho_byil_1922_0003_000_0000|37|A Manual of International Law for the use of Naval Officers. By C. H. Stockton. Second Revised Edition. 1921. Naval Institute, Annapolis, Md. pp. 355|A. Pearce Higgins|PZDEEK471810723
cho_byil_1922_0003_000_0000|38|The  Great War and International Law. By Elihu Root. Presidential Address at the Fifteenth Annual Meeting of the American Society of International Law, April 27th, 1921. 1921. Washington: American Peace Society. pp. 20.|W. R. Bisschop|LRSILA797125079
cho_byil_1922_0003_000_0000|39|The Development of Modern Diplomacy. By James Brown Scott. 1921. Washington: American Peace Society|Wyndham A. Bewes|MHKLED128144510
cho_byil_1922_0003_000_0000|40|Diplomacy Old and New. By George Young (Swarthmore International Hand-books). 1921. The Swarthmore Press. pp. 105.(2s. 6d. net.)|Wyndham A. Bewes|HYHTRG367424981
cho_byil_1922_0003_000_0000|41|Bibliography||EHCHZV923200113
cho_byil_1922_0003_000_0000|42|Index||MFNGBL652355366
cho_byil_1923_0004_000_0000|1|Front Matter||WNSWMC296844147
cho_byil_1923_0004_000_0000|2|Front Matter||HTHHJR056869306
cho_byil_1923_0004_000_0000|3|Front Matter||LYQFFN501512717
cho_byil_1923_0004_000_0000|4|Contents||ZDVQSP604292199
cho_byil_1923_0004_000_0000|5|The Doctrine of Legal Equality of States|P.J. Baker M.A.|YWDCYA960381844
cho_byil_1923_0004_000_0000|6|Air Bombardment|J. M. Spaight O.B.E.,LL.D.|AYMWHE843612889
cho_byil_1923_0004_000_0000|7|Whose is the Bed of the Sea?|Sir Cecil J. B. Hurst K.C.B., K.C.|HWUIVU542057294
cho_byil_1923_0004_000_0000|8|The National Character and Status of Corporations|Arnold D. McNair C.B.E., M.A., LL. M.|PLQAEF816025177
cho_byil_1923_0004_000_0000|9|Domicile as a Test of Enemy Character|Malcolm M. Lewis M.A., LL. B.|EPYZNQ622359452
cho_byil_1923_0004_000_0000|10|Prize Case Notes in the Days of Stowell|C. J. B. Gaskoin M.A.|MEFLIS639814190
cho_byil_1923_0004_000_0000|11|The Position of Switzerland in the League of Nations|R.B. Mowat M.A.|EFHOGK708808028
cho_byil_1923_0004_000_0000|12|The Protection of Minorities|Ifor L. Evans B.A.|PMMBQW417014915
cho_byil_1923_0004_000_0000|13|International Arbitrations under the Treaty of St. Germain|O.|ZGVPOO541636319
cho_byil_1923_0004_000_0000|14|International Interpretation of National Case Law|W. R. Bisschop LL. D.|YRHOSM292821968
cho_byil_1923_0004_000_0000|15|The Mandate over Nauru Island|A. H. Charteris LL. B.|SXEWXD241407096
cho_byil_1923_0004_000_0000|16|The Law of Peace|Professor A. Pearce Higgins C.B.E., LL. D.|SPQZZX312920370
cho_byil_1923_0004_000_0000|17|Notes||MJPUSM453061666
cho_byil_1923_0004_000_0000|18|An Arbitration Case between Norway and the United States|James W. Garner|SQYNRL945579114
cho_byil_1923_0004_000_0000|19|The Claim for Pensions and Allowances under the Treaty of Versailles|O|JSKXYW714159758
cho_byil_1923_0004_000_0000|20|The Canadian-American Halibut Fisheries Treaty|Malcolm M. Lewis|SBTUAX186835055
cho_byil_1923_0004_000_0000|21|Acquisition and Loss of Nationality by Marriage|James W. Garner|SXPSXA501736547
cho_byil_1923_0004_000_0000|22|Permanent Court of International Justice: Advisory Opinions given in 1922-1923||BYBHAK604661831
cho_byil_1923_0004_000_0000|23|Interpretation of Article 15, Paragraph 8, of the Covenant of the League of Nations. Matters Solely within the Jurisdiction of a State||PXYRHR810295934
cho_byil_1923_0004_000_0000|24|The Anglo-German Mixed Arbitral Tribunal|C. M. Picciotto|WRKVXC544114890
cho_byil_1923_0004_000_0000|25|The Academy of International Law at the Hague|A. Pearce Higgins|KMDMLJ715840159
cho_byil_1923_0004_000_0000|26|L'institut De Droit International|A. Pearce Higgins|RRDHUQ594878655
cho_byil_1923_0004_000_0000|27|Digest of Cases|Andrew Eric Jackson O.B.E., LL. D.|EOUWFD520805173
cho_byil_1923_0004_000_0000|28|Obituary|Hugh H. L. Bellot|WZHTXA173068515
cho_byil_1923_0004_000_0000|29|Appointments||CNVLGB286506307
cho_byil_1923_0004_000_0000|30|Histoire des grands principes du droit des gens depuis l'antiquite jusqu'á la veille de la grande guerre|A. Pearce Higgins|FVQMKG506322323
cho_byil_1923_0004_000_0000|31|The Control of American Foreign Relations|Frederick Pollock|JKGPYY359103409
cho_byil_1923_0004_000_0000|32|A Guide to Diplomatic Practice|Cecil J. B. Hurst|ADDYJC610754620
cho_byil_1923_0004_000_0000|33|A Digest of the Law of England with reference to the Conflict of Laws|G. C. Cheshire|MMNEZY921962599
cho_byil_1923_0004_000_0000|34|A Treatise on Private International Law with principal reference to its Practice in England|H. S. Q. Henriques|MTNPQA410206436
cho_byil_1923_0004_000_0000|35|The Development of International Law After the World War|C. M. Picciotto|AICYCS506672915
cho_byil_1923_0004_000_0000|36|Völkerrecht|E. A. Whittuck|VICSMF353035216
cho_byil_1923_0004_000_0000|37|Histoire des Violations du Traite de Paix|Phillimore|GVCOSW406240066
cho_byil_1923_0004_000_0000|38|Die Friedensschlüsse 1918-1921||ORFXOU369502754
cho_byil_1923_0004_000_0000|39|War and Treaty Legislation, 1914-22|C. M. Picciotto|NMEUKB804584124
cho_byil_1923_0004_000_0000|40|A Monograph on Plebiscites: With a Collection of Official Documents||VUXSWR897407108
cho_byil_1923_0004_000_0000|41|A History of European Diplomacy, 1815-1914||ELKLTE369731877
cho_byil_1923_0004_000_0000|42|Grotius Annuarie International pour les Annees 1921-1922 et pour I'Annee 1923|C. M. Picciotto|HCUQGW008042336
cho_byil_1923_0004_000_0000|43|L'Afrique et la Paix de Versailles|W. R. Bisschop|NNEBZD465199446
cho_byil_1923_0004_000_0000|44|Bibliography||BCZOPX696134062
cho_byil_1923_0004_000_0000|45|Summary of Events||VXHJES702062655
cho_byil_1923_0004_000_0000|46|Index||PYFRRX902350142
cho_byil_1924_0005_000_0000|1|Front Matter||PJEHOI804810241
cho_byil_1924_0005_000_0000|2|Front Matter||SRFJUI355672305
cho_byil_1924_0005_000_0000|3|Front Matter||LQRWFZ780082897
cho_byil_1924_0005_000_0000|4|Front Matter||PKJAAM494182200
cho_byil_1924_0005_000_0000|5|Contents||MSOBYV023526698
cho_byil_1924_0005_000_0000|6|Edward Arthur Whittuck|A. P. H.|YZDMYC471525723
cho_byil_1924_0005_000_0000|7|The Shortcomings of International Law|Professor J.L. Brierly O.B.E., M.A., B.C.L.|XYSTZI498169942
cho_byil_1924_0005_000_0000|8|The Legality of the Occupation of the Ruhr|Arnold D. McNair C.B.E., M.A., LL.M.,|XNDEBI578654871
cho_byil_1924_0005_000_0000|9|The Codification of International Law|Professor P.J. Baker M.A.|OOZKWP753361741
cho_byil_1924_0005_000_0000|10|The Trent and the China|H. W. Malkin C.B., C.M.G.|VNVXBR688213689
cho_byil_1924_0005_000_0000|11|The Soviet Government and Russian Property in Foreign Countries|Norman Bentwich M.C., O.B.E., M.A.|HADWJL052537592
cho_byil_1924_0005_000_0000|12|The Free City of Danzig|Malcolm M. Lewis M.A., LL.B.|ENICTB648998966
cho_byil_1924_0005_000_0000|13|The Monroe Doctrine|Professor A. Pearce Higgins C.B.E., K.C., LL.D.|SGMOUD280678715
cho_byil_1924_0005_000_0000|14|What is the League of Nations?|P. E. Corbett|UKVTQX556962031
cho_byil_1924_0005_000_0000|15|The Grounds of Intervention in International Law|P. H. Winfield LL.D.|XPQCPL188806024
cho_byil_1924_0005_000_0000|16|State Succession in Matters of Tort|Sir Cecil J. B. Hurst K.C.B., K.C.|JLXKWC563961462
cho_byil_1924_0005_000_0000|17|Notes||JLKXIJ930726250
cho_byil_1924_0005_000_0000|18|Special Committee of Lawyers on Questions Relating to the Interpretation of the Covenant of the League of Nations|C.|KFFTNF629228237
cho_byil_1924_0005_000_0000|19|Application of the Ejusdem Generis Rule in International Law|Arnold D. McNair|QUZWUJ536195511
cho_byil_1924_0005_000_0000|20|The Air Navigation Convention, 1919|J. M. Spaight|NHDTCC934911157
cho_byil_1924_0005_000_0000|21|Applicability of the United States Prohibition Law to Foreign Ships Entering American Ports|J. Arthur Barratt|JHXMCH632710619
cho_byil_1924_0005_000_0000|22|The Liquor Treaty between the British Empire and the United States of America|C.|YXAHTA808158545
cho_byil_1924_0005_000_0000|23|Submission of Treaties to Parliament|C.|PSPGYH217195130
cho_byil_1924_0005_000_0000|24|Disappearance of the Capitulations in Turkey|W.|ADBRER223217449
cho_byil_1924_0005_000_0000|25|Negotiation and Conclusion of Treaties Affecting Any Part of the British Empire|C.|GLJHIH696158491
cho_byil_1924_0005_000_0000|26|General Conventions|P. J. B.|MCYGFX960070978
cho_byil_1924_0005_000_0000|27|Decisions, Opinions, and Awards of International Tribunals in 1923-4|H.|EOJJMK203824337
cho_byil_1924_0005_000_0000|28|Anglo-American Pecuniary Claims Arbitration Award|Robert E. Brown|HVFPHT608888770
cho_byil_1924_0005_000_0000|29|Decisions of the German-American Mixed Claims Commission|James W. Garner|VKNDKI590404258
cho_byil_1924_0005_000_0000|30|Decisions of National Tribunals Involving Points of International Law in 1923-4|A. E. Jackson|IGEVFF782307520
cho_byil_1924_0005_000_0000|31|Supreme Court of South Africa||JFFBHJ403570681
cho_byil_1924_0005_000_0000|32|Reviews of Books||FMCUHG792945257
cho_byil_1924_0005_000_0000|33|Bibliotheca Visseriana|W.|CORDYZ058091744
cho_byil_1924_0005_000_0000|34|Prize Cases decided in the United States Supreme Court, 1789-1918|A. Pearce Higgins|PJPBAV052808402
cho_byil_1924_0005_000_0000|35|La Décision de la Société des Nations concernant les Iles d' Aland|C. M. Picciotto|AZPBJR484625971
cho_byil_1924_0005_000_0000|36|The Romance of the Law Merchant|C. M. Picciotto|LIFJIZ090028927
cho_byil_1924_0005_000_0000|37|Histoire des violations du Traité de Paix|Phillimore|QLVYNX053248882
cho_byil_1924_0005_000_0000|38|The Saar Controversy|Malcolm M. Lewis|ZNIUDL443759416
cho_byil_1924_0005_000_0000|39|L'Abrogation de la neutralité de la Belgique : ses causes et ses effets. Étude d'histoire diplomatique et de droit public international|J. W. H.|DUAPGC730379425
cho_byil_1924_0005_000_0000|40|Le Droit pénal international et sa mise en æuvre en temps de paix et en temps de guerre|Ernest J. Schuster|WGKCQU009459358
cho_byil_1924_0005_000_0000|41|Grundriss des Privaten and Öffentlichen Rechts|Ernest J. Schuster|LYIFUY770098149
cho_byil_1924_0005_000_0000|42|Bibliography||KKVUIB656271949
cho_byil_1924_0005_000_0000|43|Summary of Events||FYCPFW769480645
cho_byil_1924_0005_000_0000|44|Index||AZCQEY906903282
cho_byil_1925_0006_000_0000|1|Front Matter||UGZUBF291061810
cho_byil_1925_0006_000_0000|2|Front Matter||GNQNTJ211648569
cho_byil_1925_0006_000_0000|3|Front Matter||IXADNB293477856
cho_byil_1925_0006_000_0000|4|Contents||ZRMBHQ268971948
cho_byil_1925_0006_000_0000|5|The Doctrine of Air-Force Necessity|J. M. Spaight O.B.E., LL. D.|AEPIKW826646817
cho_byil_1925_0006_000_0000|6|Matters of Domestic Jurisdiction|Professor J. L. Brierly O.B.E., M.A., B.C.L.|IEUAGV676863490
cho_byil_1925_0006_000_0000|7|The Consent of States and the Sources of the Law of Nations|P. E. Corbett M.C., M.A.|HOBKYJ827375453
cho_byil_1925_0006_000_0000|8|The Treaty-Making Power of the Dominions|Malcolm M. Lewis M.A., LL. B.|HXKEYY112329291
cho_byil_1925_0006_000_0000|9|The Exercise of Criminal Jurisdiction over Foreigners|W. E. Beckett M.A.|XYWAOD027331258
cho_byil_1925_0006_000_0000|10|Wanted! An International Court of Piepowder|Sir Cecil J. B. Hurst K.C.B., K.C.|BWVTOQ966972857
cho_byil_1925_0006_000_0000|11|The Obligatory Jurisdiction of the Permanent Court of International Justice|Professor P. J. Baker M.A.|JVILJA121961673
cho_byil_1925_0006_000_0000|12|Ships of War as Prize|Professor A. Pearce Higgins C.B.E., K.C., LL.D.|EZODSB065048290
cho_byil_1925_0006_000_0000|13|So-Called State Servitudes|Arnold D. McNair C.B.E., LL.D.|QOQQII097442330
cho_byil_1925_0006_000_0000|14|Immunities of State-Owned Ships Employed in Commerce|Professor J. W. Garner|XJCJXT861446419
cho_byil_1925_0006_000_0000|15|Laws of Maritime Jurisdiction in Time of Peace with Special Reference to Territorial Waters|H. M. Cleminson|IGKUDA716497592
cho_byil_1925_0006_000_0000|16|Expropriation and International Law|Alexander P. Fachiri|SVMDXL345615464
cho_byil_1925_0006_000_0000|17|The Hague Academy of International Law an Aid to the Diffusion and to a Clearer Notion of the Law of Nations|E. N. Van Kleffens|OSGHVG084147508
cho_byil_1925_0006_000_0000|18|Obituary Sir John Salmond|Sir John Salmond|ILHJGT383328087
cho_byil_1925_0006_000_0000|19|Notes||LRLETE777532886
cho_byil_1925_0006_000_0000|20|Submission of Treaties to Parliament before Ratification|C.|XFSBHO215882741
cho_byil_1925_0006_000_0000|21|Naturalization of Germans Domiciled in South-West Africa|R. F.|NORAKP202986304
cho_byil_1925_0006_000_0000|22|Two Recent Canadian Treaties|Norman MacKenzie|TZAKOV446175599
cho_byil_1925_0006_000_0000|23|Decisions, Opinions, and Awards of International Tribunals, 1924-5||FTFJSW118044861
cho_byil_1925_0006_000_0000|24|Judgements and Advisory Opinions of the Permanent Court of International Justice|H.|YMDYND167675730
cho_byil_1925_0006_000_0000|25|Arbitration between Great Britain and Costa Rica|J. L. B.|YVMLNH976440678
cho_byil_1925_0006_000_0000|26|Decisions of the German-American Mixed Claims Commission|James W. Garner|GMCEVF101913375
cho_byil_1925_0006_000_0000|27|Decisions of National Tribunals Involving Points of International Law||CUUZUA510335679
cho_byil_1925_0006_000_0000|28|Supreme Court of South Africa|Norman MacKenzie|XQUXGO282918996
cho_byil_1925_0006_000_0000|29|Mixed Tribunals: Egypt|M. M. Giraud|HBUBMN402762426
cho_byil_1925_0006_000_0000|30|Hall's International Law|P. J. Noel Baker|MJHDTU704108654
cho_byil_1925_0006_000_0000|31|Air Power and War Rights|G. G. P.|SAAJWC340039497
cho_byil_1925_0006_000_0000|32|The Geneva Protocol|J. R. M. B.|AQYJFV671536905
cho_byil_1925_0006_000_0000|33|International Law|C.|RUMPGF757799364
cho_byil_1925_0006_000_0000|34|Wörterbuch des Völkerrechts und der Diplomatie, begonnen von Prof. Dr. Julius Hatschek, fortgesetzt und herausgegeben von Dr. Karl Strupp||GCYQAU212558787
cho_byil_1925_0006_000_0000|35|The Conduct of Foreign Relations under Modern Democratic Conditions|C.|RTUARF054431842
cho_byil_1925_0006_000_0000|36|La Théorie générale des Mandats internationaux|J. Stoyanovsky|KDVJTI851532607
cho_byil_1925_0006_000_0000|37|Immunity of State Ships||MZOCIC859483576
cho_byil_1925_0006_000_0000|38|Bibliography||UGBXHJ220231160
cho_byil_1925_0006_000_0000|39|Summary of Events||TENHZR889924094
cho_byil_1925_0006_000_0000|40|Index||ZGQMKB779611363
cho_byil_1926_0007_000_0000|1|Front Matter||RFNDSX086138226
cho_byil_1926_0007_000_0000|2|Front Matter||OSAFGN230999804
cho_byil_1926_0007_000_0000|3|Front Matter||HJDLHT102398354
cho_byil_1926_0007_000_0000|4|Contents||NEIXZU548692327
cho_byil_1926_0007_000_0000|5|The Council's Request for an Advisory Opinion from the Permanent Court of International Justice|Arnold D. McNair C. B. E., LL. D.|ADQUCL676172026
cho_byil_1926_0007_000_0000|6|The Draft Code of American International Law|Professor J. L. Brierly O. B. E., D. C. L., M. A.,|WCSYPK141655431
cho_byil_1926_0007_000_0000|7|Sovereignty, Seisin, and the League|Sir John Fischer Williams C. B. E., K. C.|FKCJEU018184142
cho_byil_1926_0007_000_0000|8|Visit, Search, and Detention|Professor A. Pearce Higgins C. B. E., K. C., LL. D.|IJJHVI360315186
cho_byil_1926_0007_000_0000|9|International Administration|C. Delisle Burns M. A.|YQHAGU966462570
cho_byil_1926_0007_000_0000|10|What is Private International Law?|W. E. Beckett M. A.,|YDSPSA916669698
cho_byil_1926_0007_000_0000|11|Nationality in Mandated Territories Detached from Turkey|Norman Bentwich M. C., O. B. E., M. A.,|PTVAOH645339093
cho_byil_1926_0007_000_0000|12|The Juridical Basis of Arbitration|R. Y. Hedges|EDOYYG690650387
cho_byil_1926_0007_000_0000|13|Extra Territoriality|P. W. Thornely M. A., LL. D.(Cantab.), LL. D.(t. C. D)|EPPWKJ479077427
cho_byil_1926_0007_000_0000|14|The Permanent Court of International Justice|Right Hon. Sir Frederick Pollock Bart., K. C.|RXOGCG597135085
cho_byil_1926_0007_000_0000|15|Reservations to Multilateral Conventions|H. W. Malkin C. B., C. M. G.|NBQYRL248312524
cho_byil_1926_0007_000_0000|16|Nationality of Claims|Sir Cecil J. B. Hurst G. C. M. G., K. C. B., K. C.|YKXZGP198436681
cho_byil_1926_0007_000_0000|17|Obituary|Phillimore|HBICNS321491405
cho_byil_1926_0007_000_0000|18|Sir Erskine Holland, K. C.||FBAUEQ151942300
cho_byil_1926_0007_000_0000|19|Notes||IVLOVT427874404
cho_byil_1926_0007_000_0000|20|An Australian Opinion on Article 15 (8) of the Covenant of the League of Nations|A. H. Charteris|FOBFYE574633481
cho_byil_1926_0007_000_0000|21|General Conventions Signed at Geneva in 1925|P. J. N. B.|GGQXMO462858542
cho_byil_1926_0007_000_0000|22|Decisions, Opinions and Awards of International Tribunals, 1925-6||RPRAKW066800726
cho_byil_1926_0007_000_0000|23|Judgments and Advisory Opinions of the Permanent Court of International Justice|Alexander P. Fachiri|JIDSGT470795793
cho_byil_1926_0007_000_0000|24|Pecuniary Claims Arbitration between Great Britain and the United States|D. Earnshaw|DPKIWN570720200
